报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,151.744,9.9179,15.3,1.6328,69.7,9.82%,8743.93万,-43.13%,5.42,6.04亿,25.27亿,1.27%,62.44亿,13.82亿
2024,111.378,9.9179,11.23,1.2399,89.83,17.39%,1.60亿,-47.91%,5.38,2.45亿,24.90亿,1.76%,61.67亿,14.88亿
2023,98.329,7.0842,13.88,1.285,76.52,-15.96%,3.06亿,-49.82%,7.44,3.73亿,27.40亿,4.66%,60.59亿,12.58亿
2022,95.799,6.4642,14.82,1.0522,91.05,12.17%,6.11亿,23.91%,6.09,2.74亿,24.99亿,7.51%,46.17亿,13.49亿
2021,103.621,6.4642,16.03,1.2766,81.17,36.52%,4.93亿,102.21%,5.24,2.44亿,19.79亿,6.37%,39.85亿,11.03亿
2020,59.212,6.4642,9.16,0.9958,59.46,6.70%,2.44亿,-73.23%,4.36,2.44亿,15.79亿,4.08%,28.73亿,8.08亿
2019,40.789,6.4642,6.31,0.732,55.72,9.23%,9.10亿,176.29%,4.13,2.14亿,14.48亿,16.35%,26.75亿,6.42亿
2018,27.15,6.4642,4.2,0.5322,51.01,3.54%,3.30亿,112.83%,2.83,3.07亿,6.62亿,6.44%,18.29亿,7.86亿
2017,,,6.23,,49.27,21.71%,1.55亿,-8.55%,2.40,1.47亿,3.90亿,3.11%,15.52亿,6.64亿
2016,,,6.14,,40.48,30.05%,1.69亿,461.79%,4.41,2.38亿,2.88亿,4.32%,14.31亿,5.87亿
2015,,,5.29,,31.13,-3.20%,3013.64万,9.04%,3.18,1.94亿,1.52亿,0.75%,11.02亿,4.34亿
2014,,,3.65,,32.16,-13.56%,2763.78万,9.04%,3.17,2.14亿,1.53亿,0.57%,11.06亿,4.92亿
2013,,,2.36,,37.2,6.51%,2534.75万,27.77%,3.18,1.22亿,1.56亿,0.08%,11.30亿,4.68亿
2012,,,2.66,,34.93,-1.18%,1983.79万,424.53%,3.13,2.65亿,1.48亿,0.49%,11.46亿,4.71亿
2011,,,3.31,,35.34,24.39%,378.21万,-86.59%,3.10,1.36亿,1.46亿,0.31%,10.91亿,4.09亿
2010,,,4.0,,28.41,89.69%,2819.48万,456.53%,4.63,2.65亿,1.42亿,1.03%,10.31亿,6.16亿
