报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,19.197,4.74,4.05,8.2273,1.75,-8.01%,9697.52万,1852.52%,1.24,1.04亿,-5656.77万,55.39%,5.87亿,1.37亿
2024,11.092,4.74,2.34,4.2826,2.59,2.64%,-970.13万,90.26%,1.02,9009.14万,-1.53亿,-3.75%,4.84亿,1.57亿
2023,18.202,4.74,3.84,7.223,2.52,-17.20%,-9958.62万,-5701.46%,1.04,8795.91万,-1.43亿,-39.49%,4.94亿,1.63亿
2022,14.647,4.74,3.09,4.8023,3.05,-0.52%,-171.66万,50.74%,1.25,9366.87万,-4332.55万,-0.62%,5.93亿,1.76亿
2021,18.628,4.74,3.93,6.0876,3.06,11.07%,-348.47万,-119.17%,1.26,4177.31万,-4111.59万,-1.27%,5.94亿,1.78亿
2020,16.637,4.74,3.51,6.0279,2.76,-38.75%,1818.23万,-62.52%,1.26,8194.12万,-3763.13万,6.50%,5.98亿,1.76亿
2019,17.443,4.74,3.68,3.8762,4.5,-23.30%,4850.60万,124.07%,1.22,7207.30万,-5401.33万,9.83%,5.81亿,1.65亿
2018,15.642,4.74,3.3,2.6647,5.87,-14.78%,-2.02亿,-620.95%,1.03,4985.57万,-9500.93万,-36.62%,4.80亿,1.93亿
2017,,,5.82,,6.89,-9.61%,-2795.37万,-141.15%,1.45,5909.30万,1.07亿,-5.12%,6.95亿,1.70亿
2016,,,10.28,,7.62,2.50%,6792.31万,113.92%,1.56,1.85亿,1.61亿,9.35%,7.57亿,1.81亿
2015,,,12.47,,7.43,65.99%,3175.19万,2.55%,1.43,9787.30万,1.12亿,4.01%,6.92亿,2.08亿
2014,,,3.44,,4.48,102.08%,3096.26万,41.48%,4.23,1.44亿,1.01亿,6.96%,6.84亿,1.47亿
2013,,,2.98,,2.22,8.95%,2188.46万,-16.59%,8.32,5817.57万,8025.24万,9.87%,6.58亿,1.01亿
2012,,,2.07,,2.03,3.45%,2623.63万,-28.75%,8.16,1.03亿,6829.10万,12.90%,6.44亿,1.03亿
2011,,,2.59,,1.97,23.22%,3682.09万,27.61%,8.13,2.77亿,6669.81万,18.72%,6.42亿,9066.99万
2010,,,,,1.6,49.40%,2885.51万,50.13%,2.43,3633.09万,5505.05万,18.08%,1.43亿,6144.21万
