报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,33.07,1.0006,33.05,4.2038,5.9,4.34%,7273.09万,20.15%,17.35,8.96亿,6.88亿,12.32%,18.59亿,3.17亿
2024,21.783,1.0006,21.77,2.7963,7.79,-19.90%,7475.62万,-51.15%,16.72,9.20亿,6.35亿,9.60%,17.96亿,2.98亿
2023,34.848,0.8323,41.87,3.5852,9.72,13.87%,1.53亿,-22.65%,19.85,10.12亿,6.28亿,15.74%,17.79亿,3.66亿
2022,37.715,0.5945,63.44,4.4163,8.54,-2.72%,1.98亿,-28.16%,26.06,5.33亿,5.46亿,23.17%,15.49亿,3.03亿
2021,62.716,0.5799,108.15,7.1431,8.78,94.36%,2.75亿,116.22%,21.11,6.00亿,4.38亿,31.38%,12.24亿,1.19亿
2020,20.682,0.5782,35.77,4.5757,4.52,11.23%,1.27亿,48.10%,16.86,5.12亿,2.05亿,28.21%,9.75亿,6867.02万
2019,15.16,0.5782,26.22,3.734,4.06,7.34%,8600.34万,82.70%,15.07,5.76亿,1.19亿,21.18%,8.71亿,6466.54万
2018,,,,,3.78,54.70%,4707.25万,562.03%,4.97,6353.49万,4146.03万,12.45%,2.15亿,6113.77万
2017,,,,,2.44,88.05%,-1018.82万,-198.00%,1.36,1675.33万,-88.92万,-4.17%,4331.66万,4945.21万
2016,,,,,1.3,9.27%,1039.57万,417.07%,1.68,4012.42万,929.90万,8.00%,5350.48万,4610.48万
2015,,,,,1.19,5.23%,201.05万,-77.15%,1.60,2126.41万,88.53万,6.74%,4414.91万,4277.22万
2014,,,,,1.26,23.52%,879.98万,320.11%,0.05,5592.87万,-1974.01万,6.85%,525.99万,3308.34万
2013,,,,,1.02,False,-399.78万,False,-0.38,4131.24万,-3199.99万,-3.93%,-1199.99万,2881.31万
