报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,44.36,1.6249,27.3,2.1272,15.64,-12.04%,1.76亿,5.66%,12.92,12.44亿,12.85亿,11.24%,20.99亿,1.22亿
2024,28.42,1.6249,17.49,1.1871,23.94,-9.64%,2.09亿,-34.19%,12.84,11.35亿,12.71亿,8.73%,20.86亿,1.31亿
2023,33.457,1.6249,20.59,1.2625,26.5,-5.24%,3.18亿,-18.59%,12.42,9.80亿,12.25亿,11.99%,20.19亿,2.02亿
2022,29.499,1.6253,18.15,1.055,27.96,-0.12%,3.90亿,34.56%,12.19,10.30亿,12.19亿,13.96%,19.81亿,2.34亿
2021,36.416,1.6,22.76,1.301,27.99,61.94%,2.90亿,130.75%,10.41,7.12亿,9.18亿,10.36%,16.65亿,1.99亿
2020,24.848,1.6,15.53,1.4371,17.29,3.17%,1.26亿,-11.82%,8.80,7.05亿,6.69亿,7.27%,14.07亿,1.69亿
2019,,,,,16.76,-8.54%,1.43亿,-27.85%,6.88,2.81亿,5.95亿,8.51%,8.25亿,1.36亿
2018,,,,,18.32,0.64%,1.98亿,18.46%,5.69,2.58亿,4.65亿,10.78%,6.83亿,1.52亿
2017,,,,,18.2,17.43%,1.67亿,201.31%,4.46,8120.06万,3.34亿,9.16%,5.35亿,1.43亿
2016,,,,,15.5,-3.99%,5534.58万,88.04%,3.04,4045.05万,1.78亿,3.57%,3.65亿,1.09亿
2015,,,,,16.15,False,2943.30万,False,2.58,4488.54万,1.27亿,1.82%,3.09亿,9985.97万
