报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,272.455,7.2423,37.62,43.11,1.58,6.56%,-5567.38万,-2.62%,3.01,3.49亿,6.48亿,-35.55%,21.92亿,7.29亿
2025,348.499,7.2423,48.12,22.2825,15.64,9.37%,834.62万,102.30%,3.09,4.59亿,7.04亿,0.56%,22.47亿,6.56亿
2024,85.169,7.2423,11.76,5.9559,14.3,-11.42%,-3.63亿,-1458.38%,3.08,5.55亿,6.95亿,-25.68%,22.39亿,5.20亿
2023,88.139,7.2423,12.17,5.4575,16.15,-5.83%,2674.35万,-66.56%,3.61,3.39亿,10.65亿,1.56%,26.27亿,6.64亿
2022,75.103,7.2423,10.37,4.3817,17.14,1.07%,7998.34万,-41.40%,3.61,4.57亿,10.55亿,4.67%,26.27亿,6.49亿
2021,93.498,7.2423,12.91,5.5129,16.96,6.96%,1.36亿,16.32%,3.53,6.32亿,10.05亿,8.05%,25.75亿,6.17亿
2020,85.821,7.2423,11.85,5.4112,15.86,5.82%,1.17亿,16.83%,3.32,6.53亿,9.10亿,7.45%,24.21亿,4.87亿
2019,78.144,7.2423,10.79,5.2131,14.99,4.77%,1.00亿,2.48%,3.19,8.52亿,8.26亿,6.76%,23.28亿,5.08亿
2018,85.894,7.2423,11.86,6.0066,14.3,-4.00%,9800.09万,-15.05%,3.05,7.16亿,7.59亿,6.82%,22.21亿,5.00亿
2017,,,,,14.9,14.59%,1.15亿,163.14%,2.88,4.58亿,6.75亿,7.72%,16.75亿,4.36亿
2016,,,,,13.0,-15.50%,4384.06万,-62.13%,2.60,4.25亿,5.66亿,3.40%,15.11亿,4.14亿
2015,,,,,15.39,19.78%,1.16亿,29.88%,2.45,4.02亿,5.36亿,7.52%,14.22亿,3.71亿
2014,,,,,12.85,4.32%,8912.51万,-30.25%,False,3.11亿,4.31亿,6.91%,12.89亿,4.18亿
2013,,,,,12.32,12.37%,1.28亿,30.34%,2.05,3.48亿,3.59亿,10.34%,11.92亿,3.27亿
2012,,,,,10.96,13.05%,9803.43万,22.68%,1.73,2.82亿,2.44亿,9.15%,10.13亿,2.98亿
2011,,,,,9.69,False,7991.34万,False,1.54,2.95亿,1.78亿,8.56%,10.18亿,3.20亿
