报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,118.238,3.3185,35.63,11.1545,2.65,0.86%,6723.42万,24.98%,8.31,2.42亿,13.77亿,26.91%,28.37亿,9.61亿
2025,104.931,3.3185,31.62,11.4304,9.18,70.66%,2.00亿,1138.28%,8.11,3.78亿,13.10亿,22.76%,27.66亿,9.97亿
2024,77.653,3.3185,23.4,14.4336,5.38,-43.62%,1615.42万,-92.57%,7.52,4.05亿,11.18亿,3.69%,25.64亿,8.90亿
2023,112.796,3.3185,33.99,11.8235,9.54,-4.39%,2.17亿,-30.95%,9.60,7.83亿,12.26亿,26.82%,38.35亿,7.20亿
2022,146.678,3.3185,44.2,14.6972,9.98,-11.88%,3.15亿,-25.44%,8.92,7.15亿,10.26亿,39.72%,35.70亿,5.44亿
2021,231.198,2.5527,90.57,20.4239,11.32,64.91%,4.22亿,33.43%,9.60,11.45亿,7.86亿,48.53%,26.54亿,3.65亿
2020,128.117,1.5016,85.32,18.6488,6.87,65.95%,3.16亿,49.08%,13.78,7.22亿,5.57亿,50.10%,22.71亿,2.17亿
2019,,,,,4.14,24.91%,2.12亿,41.51%,9.99,3.07亿,4.19亿,51.31%,11.25亿,1.71亿
2018,,,,,3.31,14.25%,1.50亿,44.92%,8.08,2.87亿,2.27亿,45.28%,9.10亿,1.54亿
2017,,,,,2.9,35.15%,1.04亿,33.94%,6.73,2.55亿,9152.63万,35.70%,7.58亿,1.47亿
2016,,,,,2.15,12.79%,7728.50万,226.07%,4.39,1.26亿,6506.76万,36.02%,4.39亿,1.58亿
2015,,,,,1.9,False,2370.23万,False,3.60,2.02亿,8908.63万,12.46%,3.60亿,1.39亿
