报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,420.46,6.4966,64.72,9.7329,10.8,0.62%,4383.62万,-74.21%,11.04,23.88亿,24.95亿,6.41%,79.33亿,45.52亿
2025,484.516,6.4966,74.58,9.2713,52.26,13.29%,8.39亿,4.81%,10.97,28.57亿,24.51亿,18.26%,78.26亿,44.77亿
2024,274.481,6.4966,42.25,5.9515,46.12,10.91%,8.01亿,6.44%,10.29,23.75亿,20.34亿,18.99%,72.67亿,38.60亿
2023,334.835,6.4966,51.54,8.0509,41.59,-1.62%,7.52亿,-30.33%,9.74,26.67亿,17.71亿,18.38%,67.36亿,33.42亿
2022,299.776,4.6405,64.6,7.0919,42.27,44.41%,10.80亿,45.64%,12.92,32.86亿,15.57亿,25.91%,63.61亿,23.80亿
2021,288.988,4.4127,65.49,9.8732,29.27,38.54%,7.41亿,99.98%,11.55,26.97亿,9.65亿,25.46%,54.43亿,15.99亿
2020,235.55,4.4127,53.38,11.1477,21.13,46.10%,3.71亿,134.31%,6.36,7.86亿,4.74亿,17.50%,28.87亿,11.39亿
2019,98.889,4.4127,22.41,6.8388,14.46,32.87%,1.58亿,17.26%,5.82,9.82亿,2.74亿,10.61%,26.15亿,10.25亿
2018,,,,,10.88,12.51%,1.35亿,-4.95%,4.85,8.53亿,2.51亿,12.30%,19.79亿,7.58亿
2017,,,,,9.67,-1.07%,1.42亿,-10.59%,4.80,6.08亿,2.49亿,14.77%,19.60亿,7.28亿
2016,,,,,9.78,10.24%,1.59亿,15.22%,4.74,9.09亿,2.41亿,16.31%,19.16亿,6.72亿
2015,,,,,8.87,25.67%,1.38亿,55.35%,2.87,2.87亿,2.09亿,15.50%,10.24亿,6.22亿
2014,,,,,7.06,6.06%,8872.00万,44.88%,2.17,1.79亿,1.68亿,12.59%,7.33亿,6.15亿
2013,,,,,6.65,-7.31%,6123.81万,-38.49%,1.87,8532.23万,8821.60万,9.27%,6.28亿,6.26亿
2012,,,,,7.18,-3.50%,9955.06万,-2.08%,1.78,1.85亿,6628.84万,13.84%,5.97亿,7.12亿
2011,,,,,7.44,75.52%,1.02亿,64.03%,False,8193.98万,7834.39万,13.65%,4.98亿,5.69亿
2010,,,,,4.24,31.45%,6197.85万,4.64%,False,1.57亿,3237.71万,18.67%,4.40亿,3.47亿
