报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,386.15,10.4591,36.92,1.2536,77.01,47.28%,2.01亿,90.28%,6.57,21.42亿,45.61亿,2.99%,78.07亿,27.11亿
2025,256.771,10.4591,24.55,1.0308,249.09,13.46%,4.63亿,117.38%,6.44,29.11亿,43.61亿,2.18%,76.55亿,29.84亿
2024,228.845,10.4591,21.88,1.0424,219.54,6.60%,2.13亿,-54.43%,6.65,32.29亿,45.50亿,1.24%,78.27亿,29.56亿
2023,111.703,10.4591,10.68,0.5424,205.94,-13.98%,4.67亿,-50.93%,6.86,33.24亿,48.63亿,2.69%,80.21亿,26.63亿
2022,117.56,10.4591,11.24,0.491,239.41,4.82%,9.52亿,7.81%,6.72,32.16亿,47.79亿,4.51%,78.23亿,28.59亿
2021,161.593,10.4591,15.45,0.7075,228.41,39.86%,8.83亿,41.46%,5.89,25.38亿,41.62亿,4.57%,67.97亿,29.92亿
2020,114.946,10.4591,10.99,0.7039,163.31,13.76%,6.25亿,-0.88%,5.29,18.46亿,34.95亿,4.41%,61.01亿,15.24亿
2019,130.007,10.4591,12.43,0.9057,143.55,21.66%,6.30亿,-8.10%,4.95,16.65亿,30.47亿,5.00%,57.11亿,17.03亿
2018,71.411,7.2132,9.9,0.6052,118.0,38.08%,6.86亿,63.33%,6.50,13.59亿,26.70亿,6.52%,51.45亿,18.00亿
2017,,,13.73,,85.46,49.66%,4.20亿,-1.44%,5.82,11.92亿,22.52亿,5.50%,45.83亿,13.39亿
2016,,,16.48,,55.45,172.64%,4.26亿,13.39%,5.52,10.14亿,19.83亿,7.93%,40.82亿,11.76亿
2015,,,21.14,,20.34,-23.78%,3.76亿,-21.35%,5.00,13.44亿,16.51亿,18.38%,36.79亿,7.54亿
2014,,,8.75,,26.68,28.54%,4.78亿,15.91%,3.47,7.40亿,13.36亿,17.67%,23.79亿,5.24亿
2013,,,6.69,,20.76,33.15%,4.12亿,46.51%,2.93,6.13亿,10.76亿,19.56%,20.03亿,20.02亿
2012,,,3.33,,15.59,128.14%,2.81亿,469.10%,2.34,8.95亿,7.73亿,18.15%,16.00亿,16.71亿
2011,,,3.2,,6.83,52.94%,4941.47万,-73.18%,2.58,5.09亿,8.67亿,7.25%,17.70亿,16.99亿
2010,,,4.66,,4.47,-79.66%,1.84亿,-8.11%,2.66,7.23亿,8.52亿,42.23%,17.93亿,8.48亿
