报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,773.369,4.01,192.86,7.7929,24.81,83.11%,8462.02万,-52.02%,14.47,39.58亿,34.57亿,1.31%,59.15亿,37.94亿
2025,941.949,4.01,234.9,9.6699,97.41,74.76%,9.29亿,-6.62%,14.47,50.68亿,33.73亿,9.10%,58.49亿,29.19亿
2024,,,,,55.74,53.29%,9.95亿,19.91%,8.84,11.85亿,24.62亿,17.85%,31.81亿,10.00亿
2023,,,,,36.36,78.16%,8.30亿,103.66%,6.07,8.25亿,14.67亿,22.81%,21.86亿,4.94亿
2022,,,,,20.41,53.66%,4.07亿,53.30%,3.80,4.57亿,7.30亿,19.96%,13.70亿,3.51亿
2021,,,,,13.28,56.29%,2.66亿,120.66%,2.64,7.12亿,3.68亿,20.00%,9.49亿,1.95亿
2020,,,,,8.5,44.58%,1.20亿,113.96%,1.86,4.25亿,1.06亿,14.17%,6.70亿,1.36亿
2019,,,,,5.88,127.64%,5628.05万,207.76%,5.56,4.83亿,5205.85万,9.57%,5.40亿,1.13亿
2018,,,,,2.58,61.94%,1828.70万,194.41%,2.24,9257.09万,243.37万,7.08%,1.64亿,4975.12万
2017,,,,,1.59,False,621.15万,False,0.38,3832.61万,-1482.90万,3.90%,623.32万,2369.74万
