报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-05,22.439,1.8303,12.26,6.62,50.14%,1176.13万,-38.22%,7.22,3.3896,190.6687,1.6981,PE；PB,9.27亿,3.48亿,1.94%,13.68亿,2.28亿,0.2,20%: 最新年度净利润同比下降,顾维
2026-03-31,22.439,1.8303,12.26,6.62,50.14%,1176.13万,-38.22%,7.22,0.8474,190.6687,1.6981,PE；PB,9.27亿,3.48亿,1.94%,13.68亿,2.28亿,0.2,,顾维
2025,24.197,1.7779,13.61,20.0,2.77%,9744.29万,-4.54%,7.12,1.2098,24.8312,1.9115,PE；PB,8.89亿,3.37亿,4.99%,13.49亿,2.24亿,0.2,,顾维
2024,18.394,1.3676,13.45,19.46,-17.51%,1.02亿,-27.73%,6.88,0.9452,23.0506,1.9549,PE；PB,7.51亿,2.85亿,5.25%,12.44亿,1.70亿,0.35,,顾维
2023,,,,23.59,22.39%,1.41亿,40.66%,6.94,,,,PE；PB,2.68亿,2.41亿,6.11%,7.28亿,1.48亿,,,顾维
2022,,,,19.27,-6.98%,1.00亿,22.75%,5.55,,,,PE；PB,6783.95万,1.13亿,5.33%,5.83亿,1.38亿,,,顾维
2021,,,,20.72,28.41%,8180.20万,1860.99%,4.31,,,,PE；PB,1.09亿,1.47亿,4.00%,4.29亿,1.19亿,,,顾维
2020,,,,16.14,-0.79%,417.15万,-92.92%,2.75,,,,PE；PB,6987.00万,7371.48万,0.28%,2.43亿,1.26亿,,,顾维
2019,,,,16.27,False,5895.24万,False,2.0,,,,PE；PB,1.00亿,7151.95万,3.60%,1.61亿,1.17亿,,,顾维
