报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-05,236.536,9.2469,25.58,28.15,8.88%,1.70亿,0.34%,7.46,8.4027,138.1956,3.429,PE；PB,15.60亿,29.86亿,6.81%,76.75亿,25.19亿,0.2,,刘建伟
2026-03-31,236.536,9.2469,25.58,28.15,8.88%,1.70亿,0.34%,7.46,2.1007,138.1956,3.429,PE；PB,15.60亿,29.86亿,6.81%,76.75亿,25.19亿,0.2,,刘建伟
2025,359.529,9.2519,38.86,107.22,11.00%,6.63亿,82.12%,7.26,3.3532,53.7483,5.3526,PE；PB,14.36亿,28.17亿,6.66%,74.68亿,25.16亿,0.1,,刘建伟
2024,166.81,9.319,17.9,96.59,28.66%,3.64亿,9.91%,5.06,1.727,44.6607,3.5375,PE；PB,12.45亿,22.80亿,3.46%,53.92亿,23.77亿,0.15071079999999998,,刘建伟
2023,127.459,9.1434,13.94,75.07,25.85%,3.31亿,-24.27%,4.88,1.6979,39.1353,2.8566,PE；PB,12.49亿,20.89亿,4.63%,52.84亿,21.19亿,0.1,,刘建伟
2022,129.151,9.1402,14.13,59.65,-0.34%,4.38亿,-20.92%,4.57,2.1651,29.5236,3.0919,PE；PB,12.99亿,18.78亿,8.49%,49.17亿,20.89亿,0.1,,刘建伟
2021,241.027,9.1402,26.37,59.86,28.30%,5.53亿,39.73%,3.95,4.0265,43.5436,6.6759,PE；PB,11.28亿,15.06亿,10.37%,39.47亿,15.37亿,0.1,,刘建伟
2020,144.089,8.7221,16.52,46.66,27.85%,3.96亿,30.54%,3.32,3.0881,37.6739,4.9759,PE；PB,14.23亿,10.85亿,9.01%,33.03亿,10.45亿,0.06,,刘建伟
2019,105.43,8.5576,12.32,36.49,36.62%,3.03亿,36.69%,2.34,2.8893,34.3942,5.265,PE；PB,9.13亿,7.84亿,8.78%,21.78亿,6.62亿,0.04,,刘建伟
2018,49.601,8.4499,5.87,26.71,35.00%,2.22亿,24.61%,1.87,1.857,22.1593,3.139,PE；PB,4.39亿,5.30亿,8.82%,16.79亿,5.72亿,0.025,,刘建伟
2017,,,8.69,19.79,46.99%,1.78亿,48.84%,1.56,,41.381,5.5705,PE；PB,4.51亿,3.46亿,9.25%,13.44亿,3.56亿,,,刘建伟
2016,,,9.69,13.46,21.21%,1.20亿,59.66%,1.28,,69.2143,7.5703,PE；PB,2.78亿,1.83亿,9.00%,10.76亿,2.67亿,0.15000000000000002,,刘建伟
2015,,,10.67,11.11,27.94%,7494.66万,66.35%,3.0,,118.5556,3.5567,PE；PB,2.40亿,1.92亿,6.77%,10.02亿,1.79亿,0.1,,刘建伟
2014,,,3.18,8.68,15.64%,4505.39万,28.09%,5.61,,21.2,0.5668,PE；PB,3.25亿,1.41亿,5.37%,9.38亿,1.73亿,0.3,,刘建伟
2013,,,2.34,7.51,33.68%,3517.49万,34.12%,7.67,,10.1739,0.3051,PE；PB,2.11亿,1.31亿,4.84%,7.75亿,1.44亿,0.2,,刘建伟
2012,,,1.3,5.62,12.15%,2622.62万,12.63%,7.6,,5.0,0.1711,PE；PB,2.87亿,1.20亿,4.78%,7.66亿,1.13亿,0.15,,刘建伟
2011,,,1.91,5.01,16.14%,2328.54万,-45.01%,7.48,,8.3043,0.2553,PE；PB,3.64亿,1.11亿,4.68%,7.54亿,1.09亿,0.3,,刘建伟
2010,,,3.33,4.31,31.90%,4234.80万,16.05%,11.18,,7.0851,0.2979,PE；PB,5.03亿,1.11亿,9.77%,7.48亿,9828.06万,,,刘建伟
