报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-12,120.463,1.4224,84.69,4.06,28.48%,3441.33万,26.78%,16.61,29.6707,352.875,5.0987,PS；PE,8.82亿,4.13亿,8.63%,23.92亿,2.79亿,0.15,,国家集成电路产业投资基金股份有限公司
2026-03-31,120.463,1.4224,84.69,4.06,28.48%,3441.33万,26.78%,16.61,7.4177,352.875,5.0987,PS；PE,8.82亿,4.13亿,8.63%,23.92亿,2.79亿,0.15,,国家集成电路产业投资基金股份有限公司
2025,68.503,1.4224,48.16,15.47,32.61%,1.08亿,10.45%,16.34,4.4281,63.3684,2.9474,PS；PE,8.49亿,3.79亿,7.06%,23.50亿,2.19亿,0.35,,国家集成电路产业投资基金股份有限公司
2024,51.747,1.4224,36.38,11.67,25.19%,9742.91万,-5.36%,16.13,4.4342,52.7246,2.2554,PS；PE,7.89亿,3.29亿,8.36%,23.10亿,1.64亿,0.25,,国家集成电路产业投资基金股份有限公司
2023,74.605,1.4224,52.45,9.32,0.37%,1.03亿,-16.31%,15.96,8.0048,72.8472,3.2863,PS；PE,7.09亿,2.74亿,10.76%,22.87亿,1.72亿,0.3,,国家集成电路产业投资基金股份有限公司
2022,71.774,1.4224,50.46,9.29,58.90%,1.23亿,62.09%,15.5,7.7259,47.6038,3.2555,PS；PE,14.02亿,2.22亿,13.06%,22.01亿,1.46亿,,,国家集成电路产业投资基金股份有限公司
2021,,,,5.84,40.07%,7588.59万,51.32%,5.57,,,,PS；PE,8550.62万,1.12亿,13.03%,5.92亿,1.33亿,,,国家集成电路产业投资基金股份有限公司
2020,,,,4.17,27.51%,5014.99万,40.33%,3.99,,,,PS；PE,4029.15万,4323.72万,11.61%,3.96亿,6455.01万,,,国家集成电路产业投资基金股份有限公司
2019,,,,3.27,65.92%,3573.80万,2212.36%,4.31,,,,PS；PE,2565.74万,3547.64万,10.14%,3.47亿,5533.40万,,,国家集成电路产业投资基金股份有限公司
2018,,,,1.97,False,-169.19万,False,3.87,,,,PS；PE,2768.00万,308.11万,-1.80%,3.14亿,4140.57万,,,国家集成电路产业投资基金股份有限公司
