报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,357.35,23.887,14.96,1.2425,71.9,20.74%,4.02亿,108.89%,8.59,38.56亿,87.51亿,5.50%,208.11亿,25.35亿
2025,324.624,23.887,13.59,1.1771,275.79,-1.70%,1.13亿,4.71%,8.43,44.46亿,83.49亿,0.14%,203.97亿,21.95亿
2024,273.599,24.3632,11.23,0.9752,280.56,-14.52%,1.08亿,-95.24%,10.23,77.97亿,126.46亿,0.27%,253.14亿,18.27亿
2023,381.799,25.1846,15.16,1.1632,328.23,5.15%,22.73亿,7.16%,11.27,97.55亿,160.99亿,6.97%,287.07亿,25.11亿
2022,665.377,25.1846,26.42,2.1317,312.14,-2.26%,21.21亿,-49.55%,10.64,111.46亿,141.21亿,6.79%,271.88亿,15.75亿
2021,1038.23,25.212,41.18,3.2512,319.34,46.96%,42.05亿,24.07%,10.43,165.51亿,129.05亿,13.19%,266.84亿,14.21亿
2020,708.742,23.4916,30.17,3.2616,217.3,19.70%,33.89亿,64.03%,6.22,63.15亿,94.73亿,15.59%,148.31亿,11.99亿
2019,201.44,14.8774,13.54,1.1096,181.54,29.25%,20.66亿,36.98%,6.27,44.71亿,67.24亿,11.43%,99.60亿,20.16亿
2018,97.88,14.9208,6.56,0.6969,140.46,36.46%,15.08亿,21.74%,5.02,48.55亿,51.93亿,10.76%,80.88亿,21.72亿
2017,,,11.86,,102.93,47.04%,12.39亿,20.43%,7.14,24.23亿,38.61亿,12.07%,68.95亿,15.09亿
2016,,,6.41,,70.0,31.98%,10.29亿,40.97%,5.64,16.11亿,27.78亿,14.66%,49.87亿,7.12亿
2015,,,5.73,,53.04,5.95%,7.30亿,26.57%,4.90,6.24亿,18.38亿,13.74%,40.68亿,6.36亿
2014,,,4.88,,50.06,28.27%,5.77亿,60.82%,8.25,9.69亿,11.98亿,11.64%,34.43亿,6.26亿
2013,,,3.83,,39.03,31.02%,3.58亿,90.02%,4.67,4.14亿,7.16亿,9.49%,16.09亿,4.90亿
2012,,,2.19,,29.79,20.41%,1.89亿,80.49%,3.62,4.17亿,4.39亿,6.42%,12.57亿,5.17亿
2011,,,1.74,,24.74,24.83%,1.05亿,0.66%,3.17,3.59亿,2.94亿,4.21%,10.98亿,5.49亿
2010,,,2.79,,19.82,138.95%,1.04亿,41.89%,5.93,7.79亿,2.43亿,5.41%,10.33亿,4.12亿
