报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,96.806,6.6215,14.62,3.8722,18.75,17.89%,789.06万,41.58%,3.30,3.81亿,-8488.68万,-0.46%,21.16亿,4.35亿
2024,71.247,6.6215,10.76,3.334,21.37,6.94%,1251.42万,103.83%,3.27,5.23亿,-9277.74万,-0.97%,21.11亿,4.27亿
2023,61.116,6.6215,9.23,3.0589,19.98,-6.25%,-3.27亿,13.57%,3.13,9.66亿,-1.04亿,-16.29%,21.29亿,3.59亿
2022,42.536,5.7715,7.37,1.9961,21.31,-22.04%,-3.78亿,-911.22%,3.28,9.24亿,2.22亿,-18.41%,19.46亿,5.38亿
2021,51.482,5.7715,8.92,1.883,27.34,39.44%,4656.79万,170.59%,4.03,3.85亿,6.48亿,1.96%,23.91亿,5.29亿
2020,55.669,5.7748,9.64,2.8388,19.61,-26.76%,-6597.08万,-192.44%,4.06,9.01亿,6.10亿,-3.37%,24.00亿,3.88亿
2019,52.869,5.778,9.15,1.9749,26.77,3.24%,7136.75万,-45.76%,4.14,8.30亿,6.76亿,3.38%,24.66亿,3.18亿
2018,62.691,5.778,10.85,2.4177,25.93,13.41%,1.32亿,1.12%,4.12,8.42亿,6.33亿,5.98%,25.06亿,4.10亿
2017,,,12.65,,22.86,13.42%,1.30亿,-33.42%,5.11,18.90亿,5.35亿,7.09%,25.94亿,4.84亿
2016,,,22.52,,20.16,31.57%,1.95亿,41.07%,4.90,17.05亿,4.57亿,10.80%,22.65亿,3.06亿
2015,,,30.55,,15.32,28.32%,1.39亿,66.14%,2.03,4.06亿,2.97亿,9.69%,8.76亿,2.45亿
2014,,,13.12,,11.94,59.93%,8338.79万,258.93%,4.69,4.07亿,1.85亿,7.87%,8.03亿,1.85亿
2013,,,5.44,,7.47,19.23%,2323.27万,-27.93%,4.21,3.36亿,1.13亿,2.13%,7.13亿,1.52亿
2012,,,2.09,,6.26,23.78%,3223.46万,3.95%,6.16,3.73亿,1.03亿,5.86%,6.79亿,1.69亿
2011,,,2.66,,5.06,-0.55%,3101.08万,-44.88%,5.88,4.06亿,7803.14万,6.13%,6.35亿,1.38亿
2010,,,,,5.09,51.66%,5625.97万,11.94%,2.47,8785.36万,5011.80万,11.06%,2.00亿,8493.21万
