报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,178.147,42.3153,4.21,2.1008,21.2,3.83%,2.54亿,5.12%,2.86,57.21亿,48.97亿,11.96%,121.09亿,8257.60万
2025,233.58,42.3153,5.52,2.5725,90.8,20.28%,10.86亿,77.90%,2.80,55.86亿,46.43亿,11.96%,118.57亿,7605.76万
2024,119.752,42.3153,2.83,1.5863,75.49,2.80%,6.10亿,7.53%,2.55,47.51亿,36.59亿,8.09%,107.73亿,7038.20万
2023,105.788,42.3153,2.5,1.4405,73.44,-19.97%,5.68亿,-76.01%,2.40,48.36亿,31.01亿,7.73%,101.62亿,8288.43万
2022,139.217,42.3153,3.29,1.5172,91.76,17.73%,23.67亿,33.99%,2.26,43.68亿,25.67亿,25.52%,95.75亿,1.29亿
2021,166.279,43.6429,3.81,2.1334,77.94,61.21%,17.66亿,36.59%,1.78,36.30亿,3.83亿,22.67%,77.79亿,6240.44万
2020,175.008,43.6429,4.01,3.6196,48.35,-3.24%,12.93亿,128.68%,1.38,29.59亿,-13.07亿,26.77%,60.39亿,6214.06万
2019,65.13,14.8698,4.38,1.3034,49.97,-49.79%,-45.10亿,-1017.47%,-0.66,1.82亿,-26.01亿,-86.61%,-11.05亿,7075.29万
2018,98.884,14.8698,6.65,0.9831,100.58,48.77%,4.92亿,-11.02%,2.28,5.23亿,19.09亿,4.89%,33.84亿,8933.05万
2017,,,17.57,,67.61,78.00%,5.52亿,37.65%,2.82,8.87亿,15.52亿,8.17%,29.99亿,5194.88万
2016,,,10.64,,37.98,23.00%,4.01亿,51.34%,2.30,10.06亿,10.55亿,10.57%,24.47亿,2759.98万
2015,,,12.14,,30.88,-19.79%,2.65亿,186.71%,-0.72,4.40亿,6.95亿,-30.99%,13.81亿,2209.82万
2014,,,5.96,,10.8,-34.21%,-3.06亿,-2994.98%,0.02,3.44亿,-7.66亿,-28.49%,614.58万,1.14亿
2013,,,3.66,,16.42,0.14%,1056.32万,-38.79%,0.80,5.73亿,-4.60亿,0.59%,3.13亿,2.35亿
2012,,,5.11,,16.4,5.25%,1725.68万,104.61%,0.77,2.13亿,-4.71亿,0.99%,3.01亿,1.37亿
2011,,,3.0,,15.58,-1.07%,-3.74亿,-2336.17%,0.70,2279.63万,-4.88亿,-24.08%,2.78亿,1.31亿
2010,,,3.88,,15.75,7.73%,1673.69万,107.16%,1.65,2.58亿,-1.14亿,1.01%,6.46亿,1.56亿
