报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-08,92.663,4.0027,23.15,3.61,-11.38%,3758.64万,81.39%,15.73,25.6684,257.2222,1.4717,PE；PB,52.71亿,12.37亿,10.07%,63.48亿,8.75亿,0.5,20%: 最新年度营业收入下滑,迪阿投资(珠海)有限公司
2026-03-31,92.663,4.0027,23.15,3.61,-11.38%,3758.64万,81.39%,15.73,6.4171,257.2222,1.4717,PE；PB,52.71亿,12.37亿,10.07%,63.48亿,8.75亿,0.5,,迪阿投资(珠海)有限公司
2025,113.123,4.0001,28.28,15.2,2.54%,1.39亿,162.32%,15.65,7.4423,80.8,1.807,PE；PB,48.70亿,12.00亿,9.15%,62.65亿,7.08亿,0.5,,迪阿投资(珠海)有限公司
2024,87.962,4.0001,21.99,14.82,-32.01%,5302.95万,-23.10%,15.81,5.9354,169.1538,1.3909,PE；PB,47.19亿,12.61亿,3.58%,63.24亿,4.47亿,0.5,,迪阿投资(珠海)有限公司
2023,110.723,4.0001,27.68,21.8,-40.78%,6895.76万,-90.54%,16.18,5.079,162.8235,1.7108,PE；PB,50.70亿,14.08亿,3.16%,64.73亿,5.27亿,1.0,,迪阿投资(珠海)有限公司
2022,230.726,4.0001,57.68,36.82,-20.36%,7.29亿,-43.98%,17.01,6.2663,31.6923,3.3909,PE；PB,61.32亿,17.39亿,19.81%,68.03亿,6.70亿,2.0,,迪阿投资(珠海)有限公司
2021,452.771,4.0001,113.19,46.23,87.57%,13.02亿,131.09%,17.17,9.7939,31.268,6.5923,PE；PB,65.66亿,18.31亿,28.16%,68.67亿,4.40亿,,,迪阿投资(珠海)有限公司
2020,,,,24.64,48.06%,5.63亿,113.44%,3.11,,,,PE；PB,11.03亿,6.41亿,22.85%,11.18亿,2.97亿,,,迪阿投资(珠海)有限公司
2019,,,,16.65,10.96%,2.64亿,-3.18%,1.86,,,,PE；PB,5.05亿,2.40亿,15.86%,6.69亿,2.13亿,,,迪阿投资(珠海)有限公司
2018,,,,15.0,34.27%,2.73亿,8.83%,1.36,,,,PE；PB,2.01亿,3.31亿,18.17%,4.89亿,2.00亿,,,迪阿投资(珠海)有限公司
2017,,,,11.17,False,2.50亿,False,0.99,,,,PE；PB,1.17亿,2.08亿,22.42%,3.58亿,1.26亿,,,迪阿投资(珠海)有限公司
