报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,156.755,19.9688,7.85,2.6437,44.47,19.38%,5.30亿,8.83%,3.27,7.05亿,37.15亿,11.83%,66.89亿,2588.40万
2024,113.831,19.7281,5.77,2.2013,51.71,16.38%,6.05亿,-24.49%,3.11,1.80亿,32.48亿,12.15%,63.05亿,2392.25万
2023,124.363,19.554,6.36,2.7984,44.44,35.55%,8.01亿,25.19%,2.82,2.42亿,26.86亿,18.91%,56.63亿,2244.92万
2022,62.442,13.8761,4.5,1.9049,32.78,25.75%,6.40亿,28.43%,3.30,1.53亿,18.98亿,20.85%,46.92亿,2323.23万
2021,60.832,9.0255,6.74,2.3334,26.07,71.02%,4.98亿,54.31%,4.11,1.38亿,13.74亿,22.99%,40.85亿,3716.73万
2020,27.803,9.0271,3.08,1.8243,15.24,32.11%,3.23亿,17.09%,3.69,1.47亿,8.89亿,26.17%,37.24亿,1821.14万
2019,26.523,6.8008,3.9,2.2984,11.54,29.99%,2.76亿,1057.66%,2.58,8957.43万,5.83亿,34.39%,20.39亿,838.14万
2018,8.347,4.853,1.72,0.94,8.88,27.99%,-2878.82万,-189.47%,3.04,8812.45万,3.28亿,14.93%,40.22亿,527.16万
2017,,,2.91,,6.94,44.79%,3217.65万,-40.70%,2.81,2.71亿,3.56亿,22.82%,34.90亿,271.22万
2016,,,5.93,,4.79,43.97%,5426.13万,-22.45%,2.77,6.99亿,3.40亿,24.79%,33.46亿,269.13万
2015,,,8.57,,3.33,-0.26%,6996.96万,-18.06%,5.31,3.09亿,2.96亿,21.03%,10.75亿,160.92万
2014,,,,,3.34,8.83%,8539.37万,12.80%,4.10,2869.96万,2.31亿,25.60%,6.23亿,122.05万
2013,,,,,3.07,12.01%,7570.44万,6.19%,3.54,2853.50万,1.53亿,24.70%,5.38亿,446.88万
2012,,,,,2.74,24.18%,7129.23万,14.75%,3.29,1423.83万,1.21亿,26.05%,5.00亿,85.07万
2011,,,,,2.2,False,6212.83万,False,2.82,4970.17万,5535.07万,28.95%,4.29亿,107.72万
