报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,57.17,9.4652,6.04,0.3497,122.6,-2.28%,1.65亿,-10.17%,3.82,11.50亿,12.89亿,1.43%,38.00亿,26.55亿
2024,50.639,9.4652,5.35,0.3235,156.52,-12.23%,1.69亿,120.71%,3.84,9.81亿,13.08亿,1.06%,38.33亿,30.00亿
2023,51.802,9.5399,5.43,0.2905,178.33,-2.28%,7653.59万,-85.01%,3.89,11.18亿,13.32亿,0.46%,39.38亿,25.84亿
2022,74.22,9.5399,7.78,0.4067,182.49,-4.36%,5.10亿,0.88%,4.27,14.77亿,15.76亿,2.73%,42.99亿,24.12亿
2021,107.228,9.5399,11.24,0.562,190.81,18.50%,5.06亿,125.23%,4.03,16.73亿,12.80亿,2.87%,40.80亿,23.67亿
2020,61.502,9.0311,6.81,0.382,161.02,-13.55%,2.25亿,16.14%,3.46,20.19亿,10.93亿,1.15%,33.46亿,16.99亿
2019,34.23,7.176,4.77,0.1838,186.26,6.82%,1.93亿,-1.78%,3.08,15.93亿,9.60亿,1.17%,28.19亿,19.76亿
2018,30.426,7.176,4.24,0.1745,174.37,17.43%,1.97亿,44.16%,3.32,12.20亿,8.11亿,0.95%,29.45亿,22.79亿
2017,,,6.25,,143.29,61.96%,1.37亿,33.15%,3.16,12.34亿,6.75亿,1.03%,24.44亿,18.93亿
2016,,,8.42,,88.48,-9.88%,1.03亿,-39.79%,3.07,9.91亿,5.92亿,1.25%,23.60亿,14.98亿
2015,,,9.92,,98.18,4.05%,1.70亿,21.43%,4.49,10.82亿,5.40亿,1.98%,23.05亿,11.26亿
2014,,,6.81,,94.36,-6.66%,1.40亿,55.44%,4.23,5.81亿,4.30亿,1.44%,21.80亿,10.29亿
2013,,,5.3,,101.09,-9.81%,9027.62万,29.19%,4.03,6.53亿,3.46亿,0.82%,20.79亿,12.62亿
2012,,,3.75,,112.09,21.19%,6988.01万,-34.18%,3.95,9.09亿,3.15亿,0.62%,20.30亿,18.22亿
2011,,,4.47,,92.49,52.76%,1.06亿,-22.53%,7.86,8.44亿,3.13亿,1.16%,19.59亿,19.17亿
2010,,,,,55.52,35.87%,1.37亿,16.37%,4.52,5.94亿,2.46亿,2.54%,5.40亿,9.74亿
