报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,299.705,92.5016,3.24,2.109,106.58,82.58%,826.56万,-97.25%,1.27,32.87亿,-171.27亿,-1.13%,104.01亿,24.04亿
2024,270.105,92.5016,2.92,3.0452,88.7,26.86%,2.16亿,-97.46%,1.23,33.21亿,-171.36亿,2.13%,101.81亿,20.09亿
2023,249.189,92.9808,2.68,3.5639,69.92,-51.50%,85.29亿,163.72%,1.08,24.42亿,-173.52亿,111.22%,80.53亿,12.30亿
2022,134.712,31.8469,4.23,0.9345,144.15,-69.76%,-133.86亿,28.87%,-2.86,7.84亿,-258.81亿,-99.52%,-113.56亿,23.60亿
2021,303.944,31.4642,9.66,0.6376,476.7,-3.04%,-188.19亿,-427.62%,0.56,51.33亿,-124.86亿,-40.10%,34.46亿,73.29亿
2020,407.927,25.2743,16.14,0.8297,491.66,100.53%,57.44亿,248.75%,7.42,130.43亿,85.21亿,12.13%,245.58亿,134.48亿
2019,375.249,24.5582,15.28,1.5305,245.18,10.88%,16.47亿,751.53%,3.83,29.55亿,33.71亿,6.91%,99.75亿,51.38亿
2018,118.348,23.6697,5.0,0.5352,221.13,7.27%,1.93亿,-63.21%,2.74,15.84亿,20.79亿,0.87%,68.19亿,42.34亿
2017,,,5.32,,206.15,8.96%,5.26亿,-49.74%,2.71,14.08亿,20.09亿,2.70%,67.02亿,33.29亿
2016,,,6.11,,189.2,15.25%,10.46亿,235.85%,2.54,22.03亿,16.24亿,5.49%,62.19亿,20.75亿
2015,,,6.12,,164.16,-3.22%,3.11亿,285.71%,4.66,15.27亿,7.07亿,2.05%,35.52亿,15.05亿
2014,,,3.05,,169.63,5.78%,8074.38万,369.69%,3.37,5.39亿,4.31亿,0.24%,27.61亿,16.19亿
2013,,,2.35,,155.82,14.35%,-2993.92万,-137.27%,2.26,3.26亿,3.25亿,-0.20%,14.97亿,13.23亿
2012,,,2.39,,136.27,26.08%,8033.50万,-36.34%,2.38,5.11亿,3.79亿,0.59%,13.57亿,10.50亿
2011,,,2.84,,108.08,43.93%,1.26亿,117.43%,2.40,5.47亿,3.55亿,1.65%,13.97亿,8.08亿
2010,,,3.18,,74.27,66.59%,5803.59万,8.02%,3.41,3.95亿,2.14亿,1.08%,12.18亿,7.15亿
