报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,35.319,1.8757,18.83,2.5868,10.24,58.98%,1.83亿,2243.97%,4.37,1.45亿,3.21亿,17.88%,9.06亿,1.07亿
2024,21.813,1.8756,11.63,2.2464,9.71,16.83%,4481.34万,128.95%,4.17,1.80亿,1.75亿,4.62%,7.82亿,1.05亿
2023,26.776,1.895,14.13,3.2221,8.31,5.77%,-1.55亿,-2213.47%,3.89,7216.58万,1.35亿,-18.63%,7.37亿,7222.11万
2022,32.374,1.9021,17.02,4.1188,7.86,8.57%,732.31万,-91.05%,4.20,4111.40万,2.90亿,0.93%,7.98亿,1.12亿
2021,48.94,1.8751,26.1,6.769,7.23,32.29%,8184.56万,62.88%,4.40,1.72亿,3.21亿,11.46%,8.25亿,9795.06万
2020,,,,,5.4,0.11%,5024.86万,-54.91%,4.38,4353.37万,2.66亿,9.31%,6.15亿,6397.22万
2019,,,,,5.39,40.59%,1.11亿,586.12%,4.02,4182.76万,2.21亿,20.50%,5.65亿,7041.92万
2018,,,,,3.84,35.38%,1624.39万,212.29%,6.64,7615.28万,1.34亿,4.31%,4.85亿,5050.91万
2017,,,,,2.83,-4.09%,-1446.55万,-119.95%,6.17,722.87万,1.18亿,-5.35%,4.40亿,4014.16万
2016,,,,,2.95,20.62%,7250.33万,82.26%,6.59,1.72亿,1.46亿,24.40%,4.69亿,3652.05万
2015,,,,,2.45,11.70%,3978.10万,33.73%,3.87,1073.70万,9219.81万,16.24%,2.09亿,2124.03万
2014,,,,,2.19,69.65%,2974.69万,137.81%,5.33,175.00万,5641.31万,13.56%,1.33亿,2429.41万
2013,,,,,1.29,21.53%,1250.88万,-32.84%,4.14,468.85万,2964.09万,9.68%,1.03亿,1740.43万
2012,,,,,1.06,False,1862.42万,False,3.64,1067.62万,1838.30万,17.51%,9091.07万,1500.64万
