报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,125.925,9.694,12.99,2.6249,35.98,-5.69%,5.28亿,30.56%,9.15,31.16亿,87.22亿,15.31%,96.83亿,8.30亿
2024,68.924,9.694,7.11,1.2651,54.48,-14.83%,6.27亿,-15.70%,9.23,39.08亿,87.94亿,10.87%,96.55亿,8.35亿
2023,68.343,9.694,7.05,1.0684,63.97,-10.34%,7.44亿,-21.56%,9.12,51.42亿,85.49亿,10.96%,95.88亿,10.61亿
2022,88.06,9.7519,9.03,1.2342,71.35,-14.19%,9.49亿,-56.38%,8.63,37.11亿,81.40亿,13.44%,91.98亿,13.59亿
2021,110.571,8.1362,13.59,1.3298,83.15,29.26%,21.75亿,7.37%,10.19,43.37亿,79.99亿,27.11%,90.32亿,10.20亿
2020,103.248,8.1362,12.69,1.6052,64.32,-13.22%,20.26亿,-13.11%,8.33,29.67亿,67.50亿,31.82%,71.65亿,8.51亿
2019,93.648,8.1362,11.51,1.2635,74.12,39.73%,23.31亿,58.35%,6.67,32.25亿,54.47亿,32.08%,57.80亿,9.03亿
2018,41.739,8.1362,5.13,0.7868,53.05,15.63%,14.72亿,85.96%,4.25,11.94亿,34.33亿,28.03%,35.67亿,11.45亿
2017,,,5.85,,45.88,57.32%,7.92亿,445.19%,2.76,5.33亿,21.02亿,16.74%,23.51亿,9.01亿
2016,,,7.4,,29.16,35.69%,1.45亿,86.56%,1.80,5.23亿,13.74亿,4.77%,16.03亿,12.12亿
2015,,,5.07,,21.49,-25.98%,7784.40万,-78.99%,2.14,4.76亿,12.63亿,2.97%,22.25亿,12.00亿
2014,,,5.37,,27.37,7.58%,3.71亿,42.07%,2.13,5.37亿,11.82亿,13.50%,17.76亿,3.03亿
2013,,,2.76,,25.44,20.98%,2.61亿,146.71%,1.79,3.54亿,9.52亿,10.25%,14.72亿,2.21亿
2012,,,,,21.03,264.98%,1.06亿,3286.83%,0.12,7.22亿,7.02亿,1.23%,11.65亿,2.45亿
2011,,,,,0.202781,-1.31%,312.12万,-32.68%,0.12,155.66万,-2.66亿,15.39%,2535.91万,8.79万
2010,,,,,0.205472,51.35%,463.61万,29.74%,0.10,100.09万,-2.69亿,22.56%,2223.79万,24.70万
