报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,1158.427,52.993,21.86,1.4174,612.98,-10.06%,63.05亿,21.28%,35.93,625.94亿,1731.22亿,10.45%,2027.71亿,83.03亿
2024,1207.181,52.993,22.78,1.3261,910.3,-35.51%,76.96亿,-26.19%,35.61,707.39亿,1716.45亿,8.42%,2003.77亿,81.09亿
2023,1101.195,52.993,20.78,0.7801,1411.57,6.80%,104.28亿,-33.42%,35.07,705.93亿,1690.05亿,7.62%,1980.21亿,101.55亿
2022,1260.703,52.993,23.79,0.9549,1320.22,-21.40%,156.61亿,-52.92%,34.65,686.21亿,1664.41亿,12.23%,1959.94亿,116.79亿
2021,1737.111,52.993,32.78,1.0342,1679.6,-4.73%,332.68亿,-5.38%,34.66,938.37亿,1653.21亿,20.34%,1918.57亿,98.96亿
2020,2124.489,52.993,40.09,1.2051,1762.95,12.23%,351.58亿,4.66%,30.54,891.83亿,1433.19亿,20.64%,1686.16亿,70.02亿
2019,2174.833,52.993,41.04,1.385,1570.3,22.30%,335.93亿,12.67%,25.92,717.60亿,1186.82亿,21.88%,1423.20亿,55.72亿
2018,1113.913,52.993,21.02,0.8675,1284.03,70.50%,298.14亿,88.05%,21.26,376.44亿,940.45亿,23.86%,1164.18亿,60.23亿
2017,,,20.35,,753.11,34.65%,158.55亿,85.87%,16.87,247.62亿,705.90亿,21.81%,919.64亿,47.05亿
2016,,,11.49,,559.32,9.72%,85.30亿,13.48%,14.46,155.86亿,573.85亿,16.00%,802.99亿,45.49亿
2015,,,11.24,,509.76,-16.10%,75.16亿,-31.63%,13.30,144.71亿,511.34亿,14.96%,739.12亿,42.38亿
2014,,,14.14,,607.59,9.95%,109.93亿,17.19%,12.50,141.72亿,470.62亿,19.07%,696.11亿,43.76亿
2013,,,10.63,,552.62,20.75%,93.80亿,48.71%,10.59,112.97亿,379.24亿,17.75%,587.65亿,36.93亿
2012,,,11.37,,457.66,-5.94%,63.08亿,-45.58%,9.23,83.42亿,298.14亿,14.12%,511.76亿,40.39亿
2011,,,9.44,,486.54,40.99%,115.90亿,87.80%,8.46,81.05亿,262.08亿,24.30%,468.42亿,43.78亿
2010,,,11.84,,345.08,38.04%,61.71亿,74.12%,9.91,27.38亿,163.39亿,18.41%,356.32亿,24.93亿
