报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-05,155.48,4.784,32.5,17.16,33.44%,1.19亿,168.92%,7.86,9.0606,130.0,4.1349,PE；PB,10.88亿,18.51亿,7.80%,41.03亿,9.95亿,,,道恩集团有限公司
2026-03-31,155.48,4.784,32.5,17.16,33.44%,1.19亿,168.92%,7.86,2.2652,130.0,4.1349,PE；PB,10.88亿,18.51亿,7.80%,41.03亿,9.95亿,,,道恩集团有限公司
2025,107.89,4.4805,24.08,60.56,14.25%,1.89亿,34.03%,7.61,1.7815,58.7317,3.1643,PE；PB,6.61亿,17.32亿,3.39%,38.32亿,8.79亿,0.13,,道恩集团有限公司
2024,52.509,4.4803,11.72,53.01,16.65%,1.41亿,0.67%,7.09,0.9905,36.625,1.653,PE；PB,5.02亿,16.20亿,2.87%,32.98亿,7.86亿,0.065,,道恩集团有限公司
2023,56.487,4.476,12.62,45.44,0.41%,1.40亿,-8.15%,6.66,1.2431,40.7097,1.8949,PE；PB,5.32亿,15.27亿,3.41%,32.52亿,5.66亿,0.06999999999999999,,道恩集团有限公司
2022,71.005,4.0925,17.35,45.26,6.21%,1.52亿,-32.59%,6.49,1.5688,48.1944,2.6733,PE；PB,8.24亿,14.35亿,3.67%,31.08亿,5.35亿,0.05500000000000001,,道恩集团有限公司
2021,65.481,4.0798,16.05,42.61,-3.64%,2.26亿,-73.55%,4.87,1.5368,29.1818,3.2957,PE；PB,3.60亿,13.19亿,5.80%,21.89亿,4.44亿,0.2,,道恩集团有限公司
2020,101.391,4.0703,24.91,44.22,61.67%,8.55亿,414.51%,4.75,2.2929,11.8057,5.2442,PE；PB,5.94亿,11.93亿,19.65%,20.01亿,3.94亿,0.369,,道恩集团有限公司
2019,25.729,2.52,10.21,27.35,100.76%,1.66亿,35.75%,2.67,0.9407,24.9024,3.824,PE；PB,2.66亿,5.70亿,6.50%,11.52亿,3.23亿,0.1,,道恩集团有限公司
2018,13.117,1.26,10.41,13.63,45.87%,1.22亿,30.52%,3.75,0.9624,34.7,2.776,PE；PB,1.44亿,4.43亿,9.13%,10.00亿,3.27亿,0.16,,道恩集团有限公司
2017,,,12.19,9.34,16.81%,9379.78万,18.25%,6.69,,32.9459,1.8221,PE；PB,8201.93万,3.53亿,10.25%,8.43亿,1.49亿,0.25,,道恩集团有限公司
2016,,,,8.0,27.70%,7932.10万,32.44%,9.08,,,,PE；PB,3.30亿,2.88亿,10.19%,7.83亿,1.25亿,,,道恩集团有限公司
2015,,,,6.26,7.83%,5989.20万,26.93%,6.22,,,,PE；PB,3226.36万,2.16亿,10.01%,4.09亿,8277.55万,,,道恩集团有限公司
2014,,,,5.81,16.12%,4718.39万,3.38%,5.27,,,,PE；PB,8612.31万,1.62亿,8.48%,3.47亿,7693.35万,,,道恩集团有限公司
2013,,,,5.0,29.01%,4563.93万,23.71%,4.52,,,,PE；PB,2523.58万,1.19亿,9.33%,2.97亿,9017.48万,,,道恩集团有限公司
2012,,,,3.88,5.29%,3689.14万,-3.11%,3.8,,,,PE；PB,1.06亿,7714.42万,9.52%,2.39亿,6799.99万,,,道恩集团有限公司
2011,,,,3.68,13.26%,3807.61万,28.33%,2.81,,,,PE；PB,5640.71万,4394.19万,10.34%,1.60亿,4210.37万,,,道恩集团有限公司
2010,,,,3.25,54.69%,2966.93万,119.97%,2.16,,,,PE；PB,3759.86万,1059.80万,9.39%,1.23亿,4721.28万,,,道恩集团有限公司
