报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,38.251,15.9381,2.4,1.1953,8.0,14.32%,3975.65万,-32.29%,3.88,22.97亿,19.99亿,4.92%,62.12亿,25.46亿
2025,38.57,15.9381,2.42,0.7961,48.45,30.33%,3073.52万,18.21%,3.86,28.35亿,19.59亿,0.21%,61.74亿,22.91亿
2024,37.574,15.989,2.35,1.0106,37.18,-8.52%,2599.98万,-44.77%,3.90,25.99亿,19.30亿,0.67%,62.59亿,26.64亿
2023,38.853,15.989,2.43,0.956,40.64,-30.42%,4707.23万,185.08%,3.87,31.15亿,19.42亿,0.87%,61.30亿,22.37亿
2022,40.132,15.989,2.51,0.6871,58.41,-15.66%,1651.17万,-97.99%,3.80,38.94亿,19.05亿,1.56%,60.24亿,18.98亿
2021,50.845,15.989,3.18,0.7342,69.25,17.31%,8.20亿,35.10%,3.78,36.63亿,19.24亿,11.91%,59.19亿,28.26亿
2020,45.409,15.989,2.84,0.7693,59.03,35.15%,6.07亿,27.62%,3.31,29.77亿,11.96亿,9.73%,51.70亿,34.73亿
2019,42.691,15.989,2.67,0.9774,43.68,24.33%,4.76亿,1757.96%,2.93,24.48亿,6.66亿,15.48%,45.95亿,30.81亿
2018,32.458,15.989,2.03,0.9239,35.13,-2.13%,2561.00万,-90.56%,2.68,24.16亿,2.29亿,-3.84%,44.11亿,28.26亿
2017,,,4.13,,35.9,16.99%,2.71亿,221.03%,2.97,38.43亿,11.90亿,3.97%,58.24亿,30.14亿
2016,,,4.89,,30.68,5.04%,8447.41万,394.37%,2.91,21.22亿,2.90亿,1.96%,45.92亿,30.70亿
2015,,,5.07,,29.21,0.26%,-2869.69万,-219.46%,1.98,6.33亿,2.15亿,-2.10%,19.86亿,30.99亿
2014,,,3.88,,29.14,57.36%,2402.12万,-84.09%,1.59,6.39亿,2.67亿,0.39%,11.71亿,32.70亿
2013,,,2.74,,18.52,34.82%,1.51亿,651.36%,1.62,5.98亿,3.21亿,7.93%,12.07亿,32.73亿
2012,,,2.82,,13.73,8.31%,2009.30万,-19.72%,1.42,6.07亿,1.89亿,1.40%,10.67亿,26.17亿
2011,,,2.62,,12.68,-16.71%,2502.87万,6.05%,1.49,5.40亿,1.78亿,1.82%,11.28亿,20.01亿
2010,,,4.1,,15.22,-21.32%,2360.07万,-42.71%,1.48,4.34亿,1.75亿,1.40%,11.20亿,11.35亿
