报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,71.227,16.4878,4.32,1.0106,17.62,9.16%,-6169.12万,9.94%,2.62,35.07亿,-1728.04万,-3.48%,80.68亿,13.06亿
2025,83.263,16.4878,5.05,0.7357,113.18,10.79%,-1.01亿,76.01%,2.65,52.26亿,4441.08万,-1.16%,81.09亿,13.20亿
2024,46.927,12.6829,3.7,0.4594,102.15,20.37%,-4.23亿,-1412.27%,4.09,34.53亿,1.77亿,-4.54%,51.90亿,13.94亿
2023,53.649,12.6829,4.23,0.6321,84.87,-27.20%,3222.71万,-30.42%,2.72,40.04亿,6.18亿,0.88%,56.12亿,12.26亿
2022,65.063,12.6829,5.13,0.5581,116.58,-5.38%,4631.80万,-18.43%,2.70,37.08亿,6.16亿,0.41%,55.47亿,12.80亿
2021,51.379,12.0892,4.25,0.417,123.2,3.66%,5678.01万,3.07%,2.64,36.48亿,5.94亿,0.56%,53.27亿,18.09亿
2020,50.835,10.5466,4.82,0.4277,118.86,6.83%,5508.67万,2.98%,2.71,40.25亿,5.37亿,0.68%,47.41亿,26.38亿
2019,52.815,8.9821,5.88,0.4747,111.26,8.52%,5349.37万,0.68%,2.06,32.22亿,4.87亿,0.43%,49.07亿,23.55亿
2018,47.785,8.9821,5.32,0.4661,102.53,4.55%,5313.17万,5.01%,2.14,31.77亿,4.41亿,0.62%,37.69亿,30.97亿
2017,,,7.04,,98.06,50.18%,5059.81万,25.84%,3.26,31.69亿,3.92亿,0.51%,32.37亿,38.04亿
2016,,,5.21,,65.3,27.59%,4020.91万,19.50%,3.16,22.43亿,3.90亿,0.47%,28.21亿,38.77亿
2015,,,7.0,,51.18,-12.03%,3364.79万,11.91%,2.66,25.29亿,3.52亿,0.18%,25.54亿,28.17亿
2014,,,7.27,,58.18,15.87%,3006.74万,203.18%,2.30,11.15亿,3.18亿,0.19%,13.73亿,22.33亿
2013,,,2.61,,50.21,39.95%,991.75万,-73.58%,2.98,8.76亿,2.88亿,0.46%,13.88亿,17.07亿
2012,,,3.24,,34.94,20.55%,3753.89万,-28.85%,2.85,14.12亿,2.79亿,1.10%,12.78亿,10.15亿
2011,,,2.93,,28.99,17.35%,5276.11万,-18.08%,2.73,6.22亿,2.42亿,1.84%,12.20亿,8.87亿
2010,,,4.64,,24.7,3.79%,6440.46万,9.93%,3.98,4.28亿,2.01亿,2.53%,8.10亿,5.83亿
