报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,445.598,4.2117,105.8,5.8786,18.95,23.91%,1.73亿,-7.95%,17.89,24.14亿,39.75亿,9.12%,75.63亿,29.73亿
2025,367.387,4.2117,87.23,5.4083,67.93,14.63%,8.73亿,6.21%,17.44,29.93亿,38.02亿,12.81%,73.76亿,25.28亿
2024,287.584,4.1873,68.68,4.8529,59.26,10.34%,8.22亿,65.03%,15.27,38.96亿,29.30亿,13.82%,64.27亿,14.10亿
2023,260.785,4.1639,62.63,4.8554,53.71,-3.14%,4.98亿,-31.46%,13.09,34.82亿,21.09亿,9.29%,54.89亿,12.45亿
2022,289.243,4.135,69.95,5.2163,55.45,16.07%,7.27亿,-10.47%,11.83,29.61亿,18.51亿,13.20%,49.32亿,15.18亿
2021,531.044,4.1112,129.17,11.1167,47.77,74.46%,8.12亿,606.76%,9.42,26.92亿,11.72亿,17.33%,39.08亿,10.72亿
2020,321.126,4.1112,78.11,11.7285,27.38,16.14%,1.15亿,-27.34%,7.10,25.43亿,4.44亿,4.17%,29.23亿,3.30亿
2019,219.744,4.1112,53.45,9.3191,23.58,-0.48%,1.58亿,-44.06%,6.81,20.86亿,3.85亿,6.66%,28.02亿,4.63亿
2018,,,,,23.69,40.14%,2.83亿,261.80%,3.03,3.87亿,2.34亿,11.92%,11.26亿,5.29亿
2017,,,,,16.9,47.06%,7809.13万,6.95%,2.24,4.89亿,-2485.04万,4.61%,8.29亿,2.28亿
2016,,,,,11.5,False,7301.65万,False,2.92,1.21亿,-4514.84万,6.35%,2.33亿,1.76亿
