报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,65.399,4.9283,13.27,0.596,82.3,5.00%,2.43亿,20.38%,8.84,11.84亿,17.08亿,3.12%,45.45亿,20.64亿
2024,45.784,4.9283,9.29,0.406,112.78,15.54%,3.17亿,-24.11%,8.76,12.78亿,16.37亿,2.90%,44.77亿,14.83亿
2023,55.493,4.9283,11.26,0.5685,97.62,-5.61%,4.17亿,36.85%,8.54,9.59亿,15.47亿,4.36%,43.50亿,12.63亿
2022,49.59,4.35,11.4,0.4795,103.42,3.91%,3.05亿,-9.96%,7.99,18.96亿,13.05亿,2.99%,40.50亿,12.19亿
2021,53.679,4.35,12.34,0.5393,99.53,48.80%,3.39亿,10.34%,7.23,12.33亿,11.80亿,3.42%,32.46亿,14.05亿
2020,39.976,4.35,9.19,0.5976,66.89,22.04%,3.07亿,9.95%,6.67,11.91亿,9.69亿,4.68%,29.90亿,8.51亿
2019,,,,,54.81,-2.35%,2.79亿,-5.23%,5.07,7.71亿,6.90亿,5.13%,19.06亿,6.24亿
2018,,,,,56.13,8.08%,2.95亿,2.71%,4.29,4.97亿,4.38亿,5.27%,15.77亿,6.58亿
2017,,,,,51.93,10.54%,2.87亿,59.47%,3.47,2.06亿,1.72亿,5.54%,12.53亿,6.63亿
2016,,,,,46.98,False,1.80亿,False,10.91,5.46亿,3.79亿,3.85%,7.65亿,4.88亿
