报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,31.192,8.187,3.81,2.9097,2.68,1.29%,2150.50万,-10.30%,2.69,2.61亿,9.08亿,8.13%,22.31亿,11.41亿
2025,48.713,8.187,5.95,4.1886,11.63,13.80%,5694.20万,10.14%,2.66,2.38亿,8.87亿,5.03%,22.09亿,10.35亿
2024,35.613,8.187,4.35,3.4846,10.22,-2.36%,5169.88万,-47.56%,2.63,9661.34万,8.73亿,5.46%,21.82亿,9.28亿
2023,50.596,8.187,6.18,4.8371,10.46,-2.57%,9858.94万,-10.21%,2.62,1.37亿,8.61亿,9.29%,21.68亿,8.55亿
2022,65.987,8.187,8.06,6.144,10.74,-15.34%,1.10亿,-27.73%,2.59,6.40亿,8.07亿,9.48%,21.16亿,5.92亿
2021,50.759,8.187,6.2,3.9999,12.69,16.77%,1.52亿,25.82%,2.58,10.02亿,8.48亿,11.79%,21.53亿,6.19亿
2020,43.637,8.187,5.33,4.0181,10.86,-24.92%,1.21亿,-42.37%,2.49,5.38亿,7.88亿,9.92%,20.84亿,5.10亿
2019,53.297,8.187,6.51,3.6833,14.47,-0.47%,2.10亿,30.64%,2.50,5.48亿,8.10亿,12.59%,21.36亿,6.45亿
2018,74.174,8.187,9.06,5.1014,14.54,6.85%,1.60亿,2.45%,2.39,6.91亿,7.53亿,11.06%,20.76亿,7.90亿
2017,,,9.7,,13.61,-0.76%,1.57亿,-15.26%,2.26,5.95亿,6.76亿,11.50%,18.55亿,5.91亿
2016,,,11.71,,13.71,2.02%,1.85亿,11.04%,2.14,8.12亿,5.77亿,13.44%,17.56亿,5.89亿
2015,,,14.52,,13.44,9.81%,1.66亿,26.19%,1.99,3.44亿,4.52亿,12.37%,16.29亿,5.82亿
2014,,,7.96,,12.24,7.17%,1.32亿,45.26%,1.76,3.39亿,3.24亿,6.48%,15.10亿,5.88亿
2013,,,4.52,,10.27,5.91%,9076.92万,55.58%,2.18,1.01亿,2.11亿,8.83%,8.88亿,2.84亿
2012,,,3.79,,9.69,9.66%,5834.28万,296.13%,1.78,1.16亿,1.34亿,3.30%,8.14亿,2.28亿
2011,,,3.93,,5.21,3.17%,1472.81万,144.09%,1.75,3854.01万,2418.35万,2.82%,4.88亿,1.75亿
2010,,,4.62,,5.05,-4.07%,-3340.48万,-786.85%,1.69,3382.18万,1092.82万,-6.61%,4.73亿,1.79亿
