报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,78.649,1.7358,45.31,4.534,13.01,19.01%,2.81亿,51.54%,18.69,10.92亿,10.17亿,21.58%,32.44亿,4.62亿
2024,53.887,1.7473,30.84,3.6934,14.59,20.74%,2.52亿,87.60%,17.31,10.06亿,8.38亿,17.26%,30.25亿,4.85亿
2023,40.809,1.3782,29.61,3.3782,12.08,-18.39%,1.34亿,-45.57%,21.34,10.15亿,6.87亿,11.11%,29.41亿,5.00亿
2022,23.832,0.984,24.22,1.6103,14.8,-2.96%,2.47亿,2.82%,30.04,9.78亿,6.79亿,16.65%,29.56亿,6.25亿
2021,25.461,0.7018,36.28,1.6685,15.26,45.35%,2.40亿,36.70%,40.67,17.77亿,5.65亿,15.72%,28.55亿,5.28亿
2020,21.819,0.7018,31.09,2.078,10.5,6.00%,1.75亿,18.15%,38.35,17.24亿,4.06亿,16.71%,26.92亿,3.02亿
2019,,,,,9.9,15.60%,1.48亿,56.87%,12.77,1.55亿,2.39亿,14.99%,6.72亿,3.19亿
2018,,,,,8.57,19.12%,9464.21万,21.32%,10.71,2.00亿,1.33亿,11.05%,5.64亿,2.84亿
2017,,,,,7.19,28.95%,7800.87万,38.36%,9.49,1.27亿,7581.17万,10.85%,4.99亿,2.33亿
2016,,,,,5.58,11.65%,5638.17万,149.37%,8.38,1.67亿,2610.59万,10.11%,4.41亿,2.11亿
2015,,,,,4.99,21.43%,2261.00万,-9.11%,7.31,2.09亿,-2274.95万,4.53%,3.85亿,2.24亿
2014,,,,,4.11,17.28%,2487.53万,534.44%,7.62,2.11亿,9552.23万,6.05%,3.19亿,1.88亿
2013,,,,,3.51,False,-572.58万,False,5.46,1.24亿,7142.28万,-1.63%,1.88亿,1.61亿
