报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,608.969,114.2531,5.33,13.9246,32.8,6.09%,6435.10万,-69.77%,2.06,49.07亿,-145.05亿,2.97%,257.77亿,141.20亿
2024,430.734,114.2531,3.77,9.8611,43.68,-35.40%,4.59亿,-51.88%,2.06,49.89亿,-135.65亿,10.03%,256.78亿,137.97亿
2023,421.594,114.2531,3.69,6.2348,67.62,43.84%,9.53亿,-48.57%,2.02,73.76亿,-140.19亿,14.72%,247.79亿,118.60亿
2022,572.408,114.2531,5.01,12.1763,47.01,3.89%,18.52亿,299.85%,1.96,88.86亿,-148.31亿,42.01%,237.94亿,127.90亿
2021,516.424,114.2531,4.52,11.4127,45.25,-28.40%,4.63亿,105.97%,1.69,109.98亿,-171.29亿,9.92%,203.60亿,125.69亿
2020,178.186,39.0759,4.56,2.8198,63.19,-45.23%,-77.65亿,-412.49%,1.86,18.62亿,-83.46亿,-152.82%,83.45亿,128.36亿
2019,118.009,39.0759,3.02,1.0235,115.3,-7.29%,-15.15亿,-187.34%,5.98,103.31亿,-4.56亿,-12.88%,287.45亿,241.25亿
2018,124.261,39.0759,3.18,0.9994,124.33,-1.36%,17.35亿,-15.98%,7.93,157.92亿,45.97亿,15.79%,400.33亿,331.26亿
2017,,,8.0,,118.16,9.43%,20.65亿,107.09%,8.10,164.18亿,34.01亿,20.16%,422.73亿,339.40亿
2016,,,7.84,,101.95,14.51%,9.97亿,103.89%,8.20,176.17亿,13.95亿,11.33%,438.93亿,320.09亿
2015,,,11.3,,86.78,18.41%,4.89亿,1275.28%,2.08,190.24亿,6.43亿,4.84%,215.34亿,243.67亿
2014,,,5.48,,11.16,5.57%,3555.84万,6.48%,1.94,12.44亿,-2.45亿,3.35%,9.04亿,1248.28万
2013,,,5.18,,10.57,21.65%,3339.36万,-77.91%,1.87,5.97亿,-2.80亿,3.19%,7.94亿,1295.03万
2012,,,4.14,,8.52,92.00%,1.51亿,267.56%,2.14,6.17亿,-3.10亿,18.13%,11.98亿,1266.50万
2011,,,2.7,,3.97,-15.44%,-9022.14万,-203.93%,0.42,3.05亿,-4.58亿,-22.71%,1.35亿,1861.32万
2010,,,5.0,,4.7,30.07%,8680.96万,198.16%,0.18,1.19亿,-3.79亿,15.45%,6413.20万,546.40万
