报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,1451.486,181.2092,8.01,0.7908,1376.65,2.23%,23.07亿,17.40%,2.04,195.20亿,-362.77亿,2.90%,565.82亿,28.21亿
2024,1176.047,181.2091,6.49,0.675,1742.24,8.94%,-16.96亿,59.71%,1.92,186.89亿,-385.84亿,0.09%,525.95亿,20.02亿
2023,1043.764,181.2091,5.76,0.6526,1599.29,83.70%,-42.09亿,87.12%,2.03,130.81亿,-368.88亿,-1.93%,519.97亿,15.65亿
2022,1377.188,181.2089,7.6,1.5819,870.59,-14.35%,-326.82亿,-170.03%,2.27,202.40亿,-326.79亿,-38.71%,551.14亿,13.87亿
2021,1154.189,169.4844,6.81,1.1355,1016.44,9.81%,-121.03亿,-11.63%,3.99,218.41亿,4300.00万,-10.83%,842.45亿,16.52亿
2020,913.626,153.293,5.96,0.9871,925.61,-40.02%,-108.42亿,-508.98%,4.52,258.23亿,121.46亿,-12.77%,848.63亿,17.60亿
2019,880.783,122.6717,7.18,0.5707,1543.22,7.45%,26.51亿,-11.13%,5.21,19.94亿,229.88亿,2.01%,770.54亿,18.93亿
2018,809.633,122.6717,6.6,0.5637,1436.23,12.66%,29.83亿,-49.56%,4.42,77.48亿,239.83亿,2.41%,781.83亿,16.99亿
2017,,,11.68,,1274.89,11.05%,59.14亿,16.97%,4.92,72.50亿,216.64亿,5.36%,621.65亿,16.22亿
2016,,,6.8,,1148.03,2.95%,50.56亿,29.91%,4.40,48.95亿,172.24亿,5.13%,547.10亿,15.88亿
2015,,,8.2,,1115.0,2.91%,38.92亿,119.51%,3.97,56.10亿,134.11亿,4.47%,497.98亿,16.06亿
2014,,,4.92,,1083.13,10.38%,17.73亿,-6.44%,3.62,183.06亿,99.89亿,2.23%,442.74亿,16.61亿
2013,,,2.58,,981.3,-3.30%,18.95亿,-27.89%,3.48,126.10亿,87.46亿,2.70%,422.12亿,16.47亿
2012,,,3.6,,1014.83,9.47%,26.28亿,-48.22%,3.33,100.82亿,74.55亿,3.74%,395.96亿,17.08亿
2011,,,4.18,,927.07,19.18%,50.75亿,-12.58%,3.27,99.35亿,69.29亿,6.52%,376.39亿,16.18亿
2010,,,8.6,,777.88,38.80%,58.05亿,1423.62%,2.73,104.04亿,21.75亿,8.26%,302.19亿,13.55亿
