报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,48.122,13.2202,3.64,1.0544,34.23,-11.85%,-1.01亿,-268.62%,4.19,32.49亿,2.27亿,-2.94%,55.37亿,2.58亿
2024,45.081,13.2202,3.41,0.8158,55.26,-1.25%,2.02亿,746.58%,4.16,28.22亿,3.70亿,3.63%,54.94亿,2.75亿
2023,47.196,13.2202,3.57,0.8434,55.96,-15.46%,2387.73万,-87.74%,3.96,23.93亿,2.02亿,0.42%,52.35亿,1.25亿
2022,49.311,13.2202,3.73,0.745,66.19,11.91%,1.95亿,631.52%,4.01,28.87亿,2.58亿,2.92%,52.95亿,1.44亿
2021,48.915,13.2202,3.7,0.827,59.15,17.01%,2662.23万,105.70%,3.83,26.90亿,7245.21万,0.44%,50.69亿,2.89亿
2020,51.955,13.2202,3.93,1.0278,50.55,-24.44%,-4.67亿,-1881.86%,3.75,27.77亿,4582.98万,-9.25%,49.62亿,2.66亿
2019,55.789,13.2202,4.22,0.8339,66.9,-8.51%,2621.29万,-76.87%,4.11,24.31亿,5.21亿,0.38%,54.39亿,3.99亿
2018,41.806,13.3141,3.14,0.5717,73.12,-4.94%,1.13亿,-75.61%,4.12,19.86亿,5.42亿,1.54%,54.42亿,3.15亿
2017,,,6.96,,76.91,7.41%,4.65亿,167.64%,4.18,28.09亿,6.00亿,6.04%,55.63亿,4.63亿
2016,,,10.12,,71.61,20.92%,1.74亿,137.31%,3.87,24.38亿,2.14亿,2.42%,51.53亿,2.63亿
2015,,,12.19,,59.22,-10.34%,-4.65亿,-638.30%,3.70,41.89亿,4718.74万,-7.86%,49.68亿,7.94亿
2014,,,7.8,,66.05,-1.65%,-6303.24万,-459.00%,1.64,23.84亿,5.17亿,4.95%,42.96亿,10.00亿
2013,,,6.29,,2.65,10.13%,1755.79万,4.50%,1.61,2484.95万,1.07亿,6.62%,3.34亿,2869.64万
2012,,,6.89,,2.41,8.96%,1680.11万,0.90%,1.55,9216.55万,9595.93万,6.98%,3.23亿,2484.32万
2011,,,6.9,,2.21,7.25%,1665.18万,-9.87%,1.47,7277.54万,7915.82万,7.53%,3.06亿,4423.89万
2010,,,9.36,,2.06,10.75%,1847.46万,-24.80%,1.39,5882.88万,6250.64万,8.96%,2.89亿,3536.61万
