报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-11,50.662,16.8873,3.0,5.96,5.65%,-2846.64万,38.16%,1.33,8.5003,,2.2556,PE；PB,2.67亿,-22.94亿,-4.77%,22.43亿,2.38亿,,,贵州渔阳贸易有限公司
2026-03-31,50.662,16.8873,3.0,5.96,5.65%,-2846.64万,38.16%,1.33,2.1251,,2.2556,PE；PB,2.67亿,-22.94亿,-4.77%,22.43亿,2.38亿,,,贵州渔阳贸易有限公司
2025,40.192,16.8873,2.38,21.64,-9.08%,-2.76亿,-218.27%,1.34,1.8573,,1.7761,PE；PB,2.59亿,-22.66亿,-12.75%,22.70亿,3.06亿,,,贵州渔阳贸易有限公司
2024,40.974,16.9313,2.42,23.8,5.98%,-8669.35万,27.32%,1.51,1.7216,,1.6026,PE；PB,3.46亿,-19.90亿,-3.64%,25.45亿,3.56亿,,,贵州渔阳贸易有限公司
2023,44.529,16.9313,2.63,22.46,-10.79%,-1.19亿,67.46%,1.56,1.9826,,1.6859,PE；PB,2.31亿,-19.03亿,-5.52%,26.49亿,3.08亿,,,贵州渔阳贸易有限公司
2022,51.302,16.9313,3.03,25.17,15.40%,-3.67亿,-606.72%,1.64,2.0382,,1.8476,PE；PB,9455.74万,-18.11亿,-14.76%,27.76亿,3.71亿,,,贵州渔阳贸易有限公司
2021,64.17,16.9313,3.79,21.81,13.21%,-5186.87万,-193.28%,1.86,2.9422,,2.0376,PE；PB,1.60亿,-14.44亿,-2.60%,31.48亿,4.22亿,,,贵州渔阳贸易有限公司
2020,47.408,16.9313,2.8,19.27,-4.91%,5560.53万,103.21%,1.89,2.4602,85.3659,1.4815,PE；PB,1.21亿,-13.92亿,2.72%,32.08亿,2.12亿,,,贵州渔阳贸易有限公司
2019,42.498,16.9313,2.51,20.26,-16.64%,-17.32亿,-977.77%,1.86,2.0976,,1.3495,PE；PB,1.54亿,-14.48亿,-85.59%,31.55亿,2.39亿,,,贵州渔阳贸易有限公司
2018,47.922,17.3632,2.76,24.31,43.58%,1.97亿,437.51%,2.87,1.9713,24.1893,0.9617,PE；PB,3.42亿,2.84亿,8.16%,48.60亿,2.47亿,,,贵州渔阳贸易有限公司
2017,,,7.09,16.93,-39.30%,3671.16万,109.56%,2.69,,336.019,2.6357,PE；PB,4.26亿,8668.50万,2.25%,46.38亿,2.93亿,,,贵州渔阳贸易有限公司
2016,,,7.25,27.96,-3.07%,-3.84亿,-399.98%,2.69,,,2.6952,PE；PB,7.13亿,5287.39万,-11.81%,46.11亿,2.58亿,,,贵州渔阳贸易有限公司
2015,,,5.04,29.47,-15.98%,1.28亿,122.26%,3.03,,55.5066,1.6634,PE；PB,3.50亿,4.65亿,1.51%,32.52亿,6.41亿,,,贵州渔阳贸易有限公司
2014,,,6.08,32.87,-20.97%,-5.75亿,-7765.73%,3.0,,,2.0267,PE；PB,2.39亿,2.66亿,-17.17%,30.23亿,5.50亿,0.02,,贵州渔阳贸易有限公司
2013,,,2.72,41.59,18.43%,749.70万,-78.76%,3.64,,344.3038,0.7473,PE；PB,2.86亿,8.60亿,0.47%,36.15亿,7.87亿,0.02,,贵州渔阳贸易有限公司
2012,,,3.6,35.04,78.70%,3529.02万,-61.99%,3.63,,97.035,0.9917,PE；PB,4.35亿,8.92亿,-1.15%,35.62亿,6.19亿,0.02,,贵州渔阳贸易有限公司
2011,,,3.83,19.61,47.51%,9285.43万,-25.89%,3.61,,39.0816,1.0609,PE；PB,8.02亿,8.86亿,4.74%,40.03亿,5.23亿,,,贵州渔阳贸易有限公司
2010,,,5.73,13.29,19.53%,1.25亿,-8.82%,3.51,,42.1324,1.6325,PE；PB,17.14亿,8.06亿,10.00%,39.11亿,4.45亿,0.05,,贵州渔阳贸易有限公司
