报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-05,143.975,10.8825,13.23,67.56,15.03%,1.81亿,36.19%,5.72,2.1311,79.5072,2.3129,PE；PB,41.36亿,7.67亿,4.63%,139.05亿,28.30亿,,,湖北宜化集团有限责任公司
2026-03-31,143.975,10.8825,13.23,67.56,15.03%,1.81亿,36.19%,5.72,0.5328,79.5072,2.3129,PE；PB,41.36亿,7.67亿,4.63%,139.05亿,28.30亿,,,湖北宜化集团有限责任公司
2025,153.882,10.8291,14.21,256.53,1.02%,8.09亿,-24.25%,5.52,0.5999,19.0687,2.5743,PE；PB,29.23亿,5.85亿,5.63%,135.47亿,30.97亿,0.2,,湖北宜化集团有限责任公司
2024,131.282,10.5787,12.41,253.94,-0.48%,10.67亿,136.10%,6.8,0.517,12.4199,1.825,PE；PB,56.28亿,-399.56万,5.27%,135.94亿,22.88亿,0.32,,湖北宜化集团有限责任公司
2023,90.056,8.9787,10.03,170.46,-17.72%,4.52亿,-79.11%,6.21,0.5283,21.3951,1.6151,PE；PB,29.72亿,14.11亿,4.73%,86.63亿,17.54亿,0.1,,湖北宜化集团有限责任公司
2022,125.612,8.9787,13.99,207.13,11.69%,21.64亿,37.94%,5.21,0.6064,5.8035,2.6852,PE；PB,34.20亿,11.23亿,13.18%,68.09亿,13.26亿,,,湖北宜化集团有限责任公司
2021,181.998,8.9787,20.27,185.44,34.33%,15.69亿,1076.26%,2.68,0.9814,11.5994,7.5634,PE；PB,38.44亿,-14.85亿,11.21%,39.68亿,15.78亿,,,湖北宜化集团有限责任公司
2020,27.295,8.9787,3.04,138.05,-5.83%,1.33亿,-16.23%,0.36,0.1977,23.5659,8.4444,PE；PB,32.26亿,-30.54亿,1.68%,13.44亿,12.07亿,,,湖北宜化集团有限责任公司
2019,24.781,8.9787,2.76,146.6,14.42%,1.59亿,-39.05%,0.17,0.169,31.7241,16.2353,PE；PB,26.79亿,-31.88亿,0.69%,11.26亿,13.73亿,,,湖北宜化集团有限责任公司
2018,24.691,8.9787,2.75,128.12,7.17%,2.61亿,105.13%,0.09,0.1927,12.3874,30.5556,PE；PB,29.79亿,-32.49亿,2.39%,19.34亿,14.74亿,,,湖北宜化集团有限责任公司
2017,,,3.88,119.55,-21.25%,-50.95亿,-307.62%,-0.41,,,,PE；PB,39.26亿,-34.48亿,-43.09%,15.63亿,19.64亿,,,湖北宜化集团有限责任公司
2016,,,7.56,151.82,-17.21%,-12.50亿,-3637.79%,5.37,,,1.4078,PE；PB,56.99亿,17.09亿,-9.28%,68.05亿,37.33亿,0.01,,湖北宜化集团有限责任公司
2015,,,7.38,183.37,0.86%,3533.17万,13.88%,6.81,,189.2308,1.0837,PE；PB,49.14亿,30.04亿,0.30%,80.68亿,41.49亿,0.01,,湖北宜化集团有限责任公司
2014,,,7.1,181.82,-5.70%,3102.63万,-54.33%,6.82,,202.8571,1.0411,PE；PB,31.23亿,29.83亿,0.43%,75.18亿,43.73亿,0.01,,湖北宜化集团有限责任公司
2013,,,5.94,192.8,-0.37%,6794.02万,-92.16%,6.81,,78.1579,0.8722,PE；PB,28.88亿,29.65亿,1.04%,74.64亿,38.27亿,0.1,,湖北宜化集团有限责任公司
2012,,,10.36,193.52,8.74%,8.66亿,5.96%,6.84,,10.7358,1.5146,PE；PB,15.40亿,30.47亿,7.63%,78.61亿,39.33亿,0.043269999999999996,,湖北宜化集团有限责任公司
2011,,,11.47,177.65,53.88%,8.18亿,42.82%,9.65,,11.4129,1.1886,PE；PB,36.71亿,23.00亿,7.13%,70.59亿,34.57亿,0.1,,湖北宜化集团有限责任公司
2010,,,12.18,115.45,31.78%,5.73亿,140.87%,5.03,,11.5341,2.4215,PE；PB,15.62亿,15.72亿,8.90%,51.56亿,25.21亿,0.1,,湖北宜化集团有限责任公司
