报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,11.035,0.9067,12.17,0.9959,2.77,-15.00%,134.12万,-92.50%,6.43,4583.76万,2.68亿,0.48%,5.83亿,1.14亿
2025,13.718,0.9067,15.13,1.2002,11.43,-4.54%,3901.29万,-48.83%,6.42,5513.93万,2.67亿,3.41%,5.82亿,1.11亿
2024,11.025,0.9067,12.16,0.9203,11.98,14.12%,7624.43万,22.06%,6.19,1.12亿,2.51亿,6.37%,5.61亿,1.05亿
2023,11.352,0.9067,12.52,1.0822,10.49,14.19%,6246.72万,38.67%,5.55,9575.53万,2.00亿,5.95%,5.04亿,1.17亿
2022,4.089,0.9067,4.51,0.4449,9.19,7.04%,4504.77万,2.35%,5.04,1.33亿,1.60亿,4.90%,4.57亿,1.21亿
2021,,,,,8.59,35.15%,4401.28万,112.22%,4.20,401.22万,1.20亿,5.13%,2.86亿,1.03亿
2020,,,,,6.35,24.32%,2073.92万,1.77%,3.85,1836.18万,1.00亿,3.24%,2.63亿,8769.42万
2019,,,,,5.11,5.03%,2037.80万,31.08%,3.75,318.93万,9522.21万,4.01%,2.53亿,8999.15万
2018,,,,,4.86,16.07%,1554.66万,5.07%,3.56,891.69万,7716.11万,2.86%,2.33亿,8969.46万
2017,,,,,4.16,18.21%,1479.69万,-2.12%,3.34,600.78万,7071.33万,3.35%,2.27亿,7908.26万
2016,,,,,3.52,-13.04%,1511.81万,-39.71%,3.12,1077.76万,5754.29万,4.30%,2.13亿,7248.32万
2015,,,,,4.04,21.56%,2507.37万,28.91%,3.00,1362.64万,5075.57万,6.20%,2.05亿,5077.76万
2014,,,,,3.33,7.38%,1945.10万,72.51%,2.63,2124.94万,2912.96万,5.85%,1.79亿,3890.95万
2013,,,,,3.1,21.22%,1127.55万,84.04%,2.34,1341.98万,1065.55万,3.67%,1.59亿,2615.43万
2012,,,,,2.56,64.15%,612.67万,303.81%,1.10,426.83万,-335.02万,2.64%,5511.34万,1973.61万
2011,,,,,1.56,False,-300.60万,False,0.97,697.15万,-947.69万,-1.73%,4836.32万,1536.83万
