报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,28.724,2.943,9.76,7.6054,0.944194,10.38%,-1177.46万,-403.44%,3.48,6.33亿,-4.98亿,-12.47%,10.24亿,1.35亿
2025,24.574,2.943,8.35,6.4162,3.83,-4.39%,-1.32亿,-780.07%,3.52,6.43亿,-4.86亿,-15.44%,10.35亿,8498.29万
2024,19.689,2.943,6.69,4.91,4.01,-38.69%,1938.29万,-68.03%,3.96,6.00亿,-3.54亿,4.67%,10.95亿,1.13亿
2023,26.399,2.943,8.97,4.0365,6.54,-30.15%,6062.46万,18.32%,3.90,5.50亿,-3.74亿,10.86%,10.76亿,1.01亿
2022,28.724,2.943,9.76,3.0688,9.36,19.88%,5123.62万,482.86%,3.64,6.29亿,-4.34亿,8.74%,9.90亿,2.42亿
2021,27.635,2.943,9.39,3.5384,7.81,51.36%,-1338.24万,52.36%,3.38,4.27亿,-4.86亿,0.49%,8.82亿,2.28亿
2020,9.476,2.943,3.22,1.8364,5.16,17.47%,-2809.28万,89.90%,3.39,2.24亿,-4.72亿,-7.63%,8.68亿,1.38亿
2019,14.95,2.943,5.08,3.4055,4.39,-46.10%,-2.78亿,-59.06%,3.33,2.86亿,-4.44亿,-90.63%,8.47亿,1.55亿
2018,16.893,2.943,5.74,2.0728,8.15,-45.73%,-1.75亿,-996.41%,4.28,3.54亿,-1.66亿,-24.50%,12.45亿,1.38亿
2017,,,10.29,,15.01,-3.75%,1950.28万,124.80%,4.88,11.16亿,1975.15万,1.56%,14.81亿,1.63亿
2016,,,15.42,,15.6,6.57%,-7863.12万,-572.34%,2.76,7.38亿,24.88万,-4.59%,6.66亿,1.23亿
2015,,,14.73,,14.64,7.45%,1664.72万,119.14%,3.15,5.80亿,8453.47万,0.13%,7.41亿,1.23亿
2014,,,8.25,,13.62,-15.55%,-8697.25万,-728.57%,1.96,2.70亿,6788.76万,-6.45%,5.15亿,8.82亿
2013,,,6.28,,15.91,-3.49%,1383.65万,-0.08%,2.51,1.93亿,1.59亿,3.11%,6.62亿,8.09亿
2012,,,5.47,,16.49,-4.45%,1384.79万,-3.94%,2.87,3.15亿,1.35亿,3.07%,7.09亿,7.74亿
2011,,,5.07,,16.5,-21.35%,1441.56万,30.28%,4.76,1.60亿,1.31亿,1.80%,5.90亿,5.27亿
2010,,,8.22,,20.98,42.73%,1106.48万,67.49%,4.63,1.36亿,1.16亿,0.85%,5.47亿,4.48亿
