报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,17.036,0.8639,19.72,5.9218,0.719203,-13.57%,699.48万,-23.93%,6.13,1.63亿,2.37亿,10.09%,5.40亿,6477.11万
2025,20.172,0.8639,23.35,5.7799,3.49,-8.54%,4203.16万,-42.60%,6.06,1.62亿,2.30亿,12.31%,5.34亿,5622.36万
2024,11.285,0.6646,16.98,2.9542,3.82,-0.08%,7322.43万,64.13%,7.56,1.49亿,2.10亿,19.11%,5.12亿,5905.70万
2023,5.06,0.5142,9.84,1.3246,3.82,14.14%,4461.36万,13.85%,8.63,1.71亿,1.54亿,11.05%,4.53亿,6624.30万
2022,4.258,0.5142,8.28,1.271,3.35,17.56%,3918.63万,-12.29%,8.09,2.20亿,1.24亿,11.71%,4.16亿,8878.59万
2021,,,,,2.85,25.32%,4467.57万,48.74%,5.62,5211.86万,1.06亿,15.70%,2.33亿,6244.64万
2020,,,,,2.27,-2.94%,3003.55万,1.83%,4.81,6467.84万,7417.94万,13.22%,1.99亿,3832.09万
2019,,,,,2.34,24.74%,2949.47万,60.68%,4.25,5251.26万,5601.80万,12.60%,1.70亿,3243.34万
2018,,,,,1.88,1.15%,1835.64万,-33.93%,4.12,4746.86万,3666.43万,11.03%,1.50亿,3719.92万
2017,,,,,1.87,21.01%,2778.12万,372.99%,3.58,3289.69万,3084.14万,14.83%,1.43亿,3445.55万
2016,,,,,1.55,21.27%,587.35万,15.49%,2.96,5983.61万,479.63万,4.63%,1.21亿,3432.34万
2015,,,,,1.28,24.85%,508.59万,213.02%,2.07,1742.07万,-107.72万,4.52%,6365.45万,3456.30万
2014,,,,,1.02,27.26%,-449.98万,-314.96%,1.74,2257.41万,241.13万,-4.82%,2895.58万,3716.80万
2013,,,,,0.803438,False,-108.44万,False,2.37,590.89万,691.11万,-1.35%,2349.18万,2694.45万
