报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-12,234.894,25.449,9.23,28.84,-10.59%,4.23亿,-16.53%,8.0,8.1447,55.5355,1.1538,PS；PE,74.79亿,113.06亿,15.00%,206.28亿,19.86亿,,40%: 最新年度营业收入下滑；最新年度净利润同比下降,江苏凤凰出版传媒集团有限公司
2026-03-31,234.894,25.449,9.23,28.84,-10.59%,4.23亿,-16.53%,8.0,2.0362,55.5355,1.1538,PS；PE,74.79亿,113.06亿,15.00%,206.28亿,19.86亿,,,江苏凤凰出版传媒集团有限公司
2025,255.508,25.449,10.04,123.47,-9.25%,17.95亿,12.37%,7.84,2.0694,14.1408,1.2806,PS；PE,64.23亿,108.83亿,14.73%,201.91亿,18.88亿,0.6,,江苏凤凰出版传媒集团有限公司
2024,278.667,25.449,10.95,136.06,-0.29%,15.98亿,-45.88%,7.65,2.0481,17.381,1.4314,PS；PE,30.15亿,107.72亿,11.73%,197.56亿,17.63亿,0.5,,江苏凤凰出版传媒集团有限公司
2023,202.829,25.449,7.97,136.45,0.36%,29.52亿,41.80%,7.52,1.4865,6.8713,1.0598,PS；PE,31.43亿,106.09亿,21.70%,194.29亿,21.71亿,0.5,,江苏凤凰出版传媒集团有限公司
2022,173.817,25.449,6.83,135.96,8.62%,20.82亿,-15.26%,6.78,1.2784,8.3496,1.0074,PS；PE,78.28亿,91.01亿,15.50%,175.53亿,23.28亿,0.5,,江苏凤凰出版传媒集团有限公司
2021,165.164,25.449,6.49,125.17,3.15%,24.57亿,53.98%,6.34,1.3195,6.7226,1.0237,PS；PE,90.00亿,84.63亿,19.83%,164.28亿,27.53亿,0.4,,江苏凤凰出版传媒集团有限公司
2020,121.901,25.449,4.79,121.35,-3.58%,15.96亿,18.75%,5.78,1.0045,7.6408,0.8287,PS；PE,84.42亿,72.05亿,13.30%,153.37亿,21.88亿,0.3,,江苏凤凰出版传媒集团有限公司
2019,140.733,25.449,5.53,125.85,6.76%,13.44亿,1.41%,5.47,1.1183,10.4735,1.011,PS；PE,104.95亿,65.29亿,11.23%,145.55亿,29.30亿,0.3,,江苏凤凰出版传媒集团有限公司
2018,141.496,25.449,5.56,117.89,6.68%,13.25亿,13.63%,5.24,1.2002,10.68,1.0611,PS；PE,91.42亿,60.66亿,11.79%,139.42亿,22.36亿,0.15,,江苏凤凰出版传媒集团有限公司
2017,,,5.53,110.5,4.78%,11.66亿,-0.33%,4.87,,12.0716,1.1355,PS；PE,57.15亿,52.19亿,10.95%,131.13亿,23.44亿,0.15,,江苏凤凰出版传媒集团有限公司
2016,,,7.03,105.47,4.98%,11.70亿,4.07%,4.57,,15.2926,1.5383,PS；PE,36.12亿,45.16亿,11.47%,123.34亿,22.63亿,0.1,,江苏凤凰出版传媒集团有限公司
2015,,,10.61,100.46,4.45%,11.24亿,-6.75%,4.2,,24.0208,2.5262,PS；PE,44.62亿,36.34亿,11.49%,113.45亿,22.62亿,0.2,,江苏凤凰出版传媒集团有限公司
2014,,,7.07,96.18,25.75%,12.05亿,26.36%,3.95,,14.9251,1.7899,PS；PE,46.57亿,31.19亿,12.82%,106.99亿,23.73亿,0.2,,江苏凤凰出版传媒集团有限公司
2013,,,6.16,76.48,9.10%,9.54亿,2.88%,3.74,,16.431,1.6471,PS；PE,46.13亿,25.08亿,12.84%,105.19亿,19.01亿,0.2,,江苏凤凰出版传媒集团有限公司
2012,,,4.28,67.06,11.27%,9.27亿,25.43%,3.57,,11.8889,1.1989,PS；PE,58.69亿,21.22亿,13.90%,95.04亿,15.32亿,0.2,,江苏凤凰出版传媒集团有限公司
2011,,,5.15,60.27,11.44%,7.39亿,11.66%,3.41,,14.3056,1.5103,PS；PE,71.16亿,17.81亿,12.32%,89.44亿,15.95亿,,,江苏凤凰出版传媒集团有限公司
2010,,,,54.07,7.34%,6.62亿,3.06%,1.89,,,,PS；PE,31.47亿,13.27亿,12.27%,40.51亿,11.35亿,,,江苏凤凰出版传媒集团有限公司
