报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-08,61.036,1.0345,59.0,1.42,6.26%,-2513.46万,-11.12%,6.24,42.9831,,9.4551,PS；PE,1.82亿,-1.68亿,-20.32%,6.81亿,7334.17万,,20%: 最新年度净利润同比下降,伍穗颖
2026-03-31,61.036,1.0345,59.0,1.42,6.26%,-2513.46万,-11.12%,6.24,10.7458,,9.4551,PS；PE,1.82亿,-1.68亿,-20.32%,6.81亿,7334.17万,,,伍穗颖
2025,27.753,1.0469,26.51,6.31,72.81%,-1.35亿,27.98%,6.45,4.3983,,4.1101,PS；PE,1.95亿,-1.43亿,-21.02%,7.07亿,7239.44万,,,伍穗颖
2024,26.483,1.0233,25.88,3.65,-36.59%,-1.87亿,-1884.76%,7.74,7.2556,,3.3437,PS；PE,2.60亿,-832.54万,-51.72%,8.09亿,1.22亿,0.1500626,,伍穗颖
2023,36.655,1.0233,35.82,5.76,-5.53%,1050.22万,-42.52%,10.13,6.3637,358.2,3.536,PS；PE,5.04亿,1.94亿,1.55%,10.32亿,5251.09万,0.15,,伍穗颖
2022,33.063,1.0233,32.31,6.09,-14.66%,1827.03万,-74.08%,10.22,5.4291,146.8636,3.1614,PS；PE,5.55亿,2.00亿,2.25%,10.39亿,2904.93万,,,伍穗颖
2021,,,,7.14,10.36%,7049.21万,7.74%,6.14,,,,PS；PE,1.66亿,1.84亿,9.71%,4.69亿,4018.13万,,,伍穗颖
2020,,,,6.47,17.57%,6543.07万,23.51%,5.38,,,,PS；PE,1.97亿,1.30亿,9.75%,4.11亿,7241.16万,,,伍穗颖
2019,,,,5.5,34.07%,5297.59万,47.44%,4.73,,,,PS；PE,1.85亿,8673.99万,9.58%,3.64亿,7671.92万,,,伍穗颖
2018,,,,4.1,32.26%,3593.15万,24.41%,3.84,,,,PS；PE,1.47亿,3934.18万,8.73%,2.89亿,7802.31万,,,伍穗颖
2017,,,,3.1,26.81%,2888.11万,93.65%,3.81,,,,PS；PE,1.44亿,3986.20万,8.76%,2.87亿,6230.38万,,,伍穗颖
2016,,,,2.45,34.05%,1491.40万,-38.72%,3.39,,,,PS；PE,1.05亿,2173.43万,10.23%,2.04亿,5510.74万,,,伍穗颖
2015,,,,2.08,5.35%,2433.74万,16.39%,2.44,,,,PS；PE,9227.24万,2916.60万,11.69%,1.50亿,1513.91万,,,伍穗颖
2014,,,,1.98,19.22%,2091.04万,77.70%,1.96,,,,PS；PE,2444.53万,1034.72万,10.58%,1.18亿,1261.29万,,,伍穗颖
2013,,,,1.66,False,1176.69万,False,8.04,,,,PS；PE,2735.21万,2193.40万,7.10%,1.03亿,814.24万,,,伍穗颖
