报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-05,110.196,16.5459,6.66,5.47,12.81%,3024.12万,476.94%,0.83,20.1455,363.9344,8.0241,PS；PE,5.71亿,-74.61亿,8.76%,14.01亿,2027.85万,,,为新有限公司
2026-03-31,110.196,16.5459,6.66,5.47,12.81%,3024.12万,476.94%,0.83,5.0364,363.9344,8.0241,PS；PE,5.71亿,-74.61亿,8.76%,14.01亿,2027.85万,,,为新有限公司
2025,105.397,16.5459,6.37,20.77,31.57%,-4885.13万,58.58%,0.72,5.0745,,8.8472,PS；PE,3.82亿,-74.92亿,-2.34%,11.95亿,2378.90万,,,为新有限公司
2024,88.851,16.5459,5.37,15.79,-10.38%,-1.18亿,89.15%,0.74,5.627,,7.2568,PS；PE,3.40亿,-74.43亿,-6.96%,12.62亿,1664.99万,,,为新有限公司
2023,91.333,16.5459,5.52,17.61,1.07%,-10.87亿,-284.95%,0.91,5.1864,,6.0659,PS；PE,3.73亿,-72.82亿,-60.72%,15.26亿,1930.39万,,,为新有限公司
2022,64.995,16.6228,3.91,17.43,-1.21%,-2.82亿,-761.01%,1.42,3.7289,,2.7535,PS；PE,3.33亿,-61.93亿,-15.05%,24.01亿,2482.78万,,,为新有限公司
2021,96.953,16.6301,5.83,17.64,77.07%,4272.07万,-72.07%,1.62,5.4962,226.8482,3.5988,PS；PE,9.85亿,-59.11亿,3.24%,27.61亿,2413.41万,,,为新有限公司
2020,24.795,9.3214,2.66,9.96,-25.37%,1.53亿,112.77%,1.67,2.4895,28.913,1.5928,PS；PE,9.45亿,-59.26亿,17.27%,28.89亿,3002.64万,,,为新有限公司
2019,26.659,9.3214,2.86,13.35,-48.63%,-11.98亿,83.25%,0.83,1.9969,,3.4458,PS；PE,8.82亿,-60.80亿,-84.75%,8.45亿,4178.23万,,,为新有限公司
2018,49.091,9.3685,5.24,25.99,-16.20%,-71.51亿,-803.52%,2.16,1.8888,,2.4259,PS；PE,12.70亿,-50.50亿,-268.51%,23.44亿,3056.35万,0.02,,为新有限公司
2017,,,17.06,31.01,85.17%,10.16亿,85.90%,9.81,,14.5762,1.739,PS；PE,18.22亿,21.19亿,39.99%,95.43亿,4863.18万,0.41226,,为新有限公司
2016,,,24.49,16.75,78.02%,5.47亿,50.99%,19.46,,36.5795,1.2585,PS；PE,5.57亿,12.66亿,32.57%,56.83亿,False,0.248,,为新有限公司
2015,,,33.88,9.41,97.85%,3.62亿,56.25%,16.94,,21.3082,2.0,PS；PE,7.24亿,7.92亿,37.88%,49.43亿,False,0.10400000000000001,,为新有限公司
2014,,,20.27,4.76,54.29%,2.32亿,66.15%,2.97,,13.3355,6.8249,PS；PE,2.28亿,4.79亿,49.22%,6.63亿,False,0.01,,为新有限公司
2013,,,5.56,3.08,9.72%,1.39亿,550.09%,5.01,,5.1481,1.1098,PS；PE,1.43亿,2.48亿,2.74%,2.95亿,False,0.03,,为新有限公司
2012,,,3.57,3.69,-13.76%,2145.51万,-19.05%,4.92,,15.5217,0.7256,PS；PE,5412.25万,1.29亿,6.06%,4.60亿,2.06亿,0.1,,为新有限公司
2011,,,3.35,4.28,39.55%,2650.53万,132.83%,4.91,,11.9643,0.6823,PS；PE,9345.07万,1.17亿,7.21%,4.84亿,1.72亿,,,为新有限公司
2010,,,7.23,3.07,29.71%,1138.42万,-58.09%,4.63,,55.6154,1.5616,PS；PE,2.06亿,9077.45万,4.44%,4.53亿,1.57亿,,,为新有限公司
