报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,59.988,3.0763,19.5,1.4952,10.03,5.15%,4990.56万,-27.29%,9.06,6.69亿,15.30亿,4.18%,29.67亿,4.72亿
2025,79.553,3.0763,25.86,1.8661,42.63,1.23%,1.37亿,-58.00%,9.01,6.00亿,14.80亿,0.48%,29.59亿,4.58亿
2024,46.797,2.3587,19.84,1.1113,42.11,17.56%,3.25亿,15.66%,9.77,7.51亿,15.15亿,6.70%,26.41亿,4.82亿
2023,35.404,1.8156,19.5,0.9884,35.82,42.87%,2.81亿,32.39%,12.05,7.35亿,14.14亿,6.71%,25.66亿,4.81亿
2022,36.93,1.805,20.46,1.4731,25.07,5.84%,2.12亿,-8.43%,13.85,15.81亿,12.07亿,8.47%,27.02亿,2.33亿
2021,41.133,1.8017,22.83,1.7363,23.69,14.62%,2.32亿,-9.92%,13.01,12.46亿,10.71亿,9.79%,25.45亿,2.40亿
2020,39.96,1.2,33.3,1.9332,20.67,30.85%,2.57亿,80.58%,18.19,6.90亿,9.22亿,12.45%,21.83亿,2.67亿
2019,11.864,0.8,14.83,0.7509,15.8,-0.99%,1.43亿,-29.87%,24.31,3.95亿,7.05亿,9.02%,19.45亿,2.04亿
2018,,,,,15.95,19.91%,2.03亿,94.85%,13.07,7237.43万,5.73亿,12.74%,7.84亿,2.28亿
2017,,,,,13.3,69.23%,1.04亿,-85.18%,9.67,1.15亿,3.69亿,7.84%,5.80亿,1.93亿
2016,,,,,7.86,-4.64%,7.04亿,1150.70%,7.70,2.73亿,2.41亿,89.51%,4.62亿,1.56亿
2015,,,,,8.24,5.89%,5626.68万,-8.43%,4.02,5339.71万,6171.70万,6.82%,2.41亿,1.17亿
2014,,,,,7.79,11.44%,6144.90万,12.65%,5.14,4691.95万,7309.31万,7.89%,1.39亿,1.09亿
2013,,,,,6.99,26.17%,5454.80万,20.33%,7.54,5275.01万,1.43亿,7.81%,2.04亿,1.33亿
2012,,,,,5.54,False,4533.34万,False,6.21,1550.31万,1.05亿,8.19%,1.68亿,1.13亿
