报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,81.218,9.1154,8.91,3.7531,5.41,0.22%,6202.99万,5.10%,6.48,18.27亿,20.94亿,11.41%,59.43亿,18.14亿
2025,84.409,9.1154,9.26,4.61,18.31,-5.45%,2.22亿,8.14%,6.43,21.17亿,20.32亿,12.13%,58.96亿,18.68亿
2024,80.307,9.1154,8.81,4.1481,19.36,8.55%,2.06亿,-48.17%,6.47,22.18亿,19.01亿,10.67%,59.34亿,18.94亿
2023,82.768,9.1154,9.08,4.6395,17.84,10.11%,3.97亿,96.47%,6.38,22.33亿,18.39亿,22.32%,58.55亿,20.03亿
2022,85.685,9.1154,9.4,5.2892,16.2,2.75%,2.02亿,0.70%,6.03,19.40亿,15.50亿,12.46%,55.29亿,21.35亿
2021,107.106,9.1154,11.75,6.7918,15.77,21.19%,2.00亿,33.21%,5.88,21.00亿,14.35亿,12.72%,54.03亿,20.95亿
2020,131.627,8.0852,16.28,10.1174,13.01,-26.06%,1.50亿,-28.22%,5.26,13.40亿,12.95亿,11.44%,42.99亿,20.31亿
2019,65.167,8.0852,8.06,3.7048,17.59,2.47%,2.10亿,21.85%,5.18,9.90亿,12.35亿,11.96%,42.15亿,19.31亿
2018,49.967,8.0852,6.18,2.9101,17.17,4.87%,1.72亿,4.69%,5.03,7.03亿,11.32亿,10.05%,41.00亿,19.41亿
2017,,,8.69,,16.37,6.65%,1.64亿,34.57%,4.92,4.61亿,10.55亿,10.05%,40.09亿,19.24亿
2016,,,9.37,,15.35,11.58%,1.22亿,-8.38%,4.82,3.13亿,9.87亿,7.91%,39.25亿,19.88亿
2015,,,10.06,,13.76,2.84%,1.33亿,-27.89%,4.67,3.36亿,8.75亿,9.71%,38.05亿,19.42亿
2014,,,8.11,,13.38,-8.85%,1.85亿,28.42%,4.58,4.04亿,8.17亿,13.90%,37.37亿,18.49亿
2013,,,8.14,,14.68,3.24%,1.44亿,-24.57%,3.92,2.59亿,7.16亿,9.88%,25.17亿,16.43亿
2012,,,9.71,,14.22,14.15%,1.91亿,12.09%,3.79,4.81亿,6.52亿,13.53%,24.37亿,15.34亿
2011,,,8.9,,12.46,15.41%,1.70亿,36.95%,3.54,3.50亿,5.10亿,13.76%,22.77亿,13.30亿
2010,,,11.57,,10.79,45.73%,1.24亿,62.51%,3.28,4.09亿,3.49亿,11.72%,21.09亿,11.52亿
