报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,未分配利润,销售净利率,股东权益,股息,ST风险,控股股东
2026-06-12,1329.963,142.0901,9.36,141.75,4.25%,63.34亿,0.66%,17.81,9.3825,20.8,0.5255,PB；PE,888.26亿,44.64%,2633.44亿,0.22000000000000003,,上海联和投资有限公司
2026-03-31,1329.963,142.0901,9.36,141.75,4.25%,63.34亿,0.66%,17.81,2.3456,20.8,0.5255,PB；PE,888.26亿,44.64%,2633.44亿,0.22000000000000003,,上海联和投资有限公司
2025,1400.78,142.0669,9.86,547.61,3.35%,241.93亿,2.69%,17.33,2.558,5.9758,0.569,PB；PE,825.33亿,44.14%,2565.26亿,0.52,,上海联和投资有限公司
2024,1204.726,142.0667,8.48,529.86,4.79%,235.60亿,4.50%,16.49,2.2737,5.3,0.5143,PB；PE,760.09亿,44.47%,2546.57亿,0.74,,上海联和投资有限公司
2023,713.174,142.0666,5.02,505.64,-4.80%,225.45亿,1.19%,15.39,1.4104,3.281,0.3262,PB；PE,741.85亿,44.64%,2390.49亿,0.4,,上海联和投资有限公司
2022,659.188,142.0664,4.64,531.12,-5.54%,222.80亿,1.08%,14.16,1.2411,3.0933,0.3277,PB；PE,683.84亿,42.02%,2216.49亿,0.4,,上海联和投资有限公司
2021,747.263,142.0653,5.26,562.3,10.81%,220.42亿,5.54%,13.04,1.3289,3.5541,0.4034,PB；PE,631.16亿,39.27%,2057.68亿,0.4,,上海联和投资有限公司
2020,781.359,142.0653,5.5,507.46,1.90%,208.85亿,2.89%,12.0,1.5397,3.9286,0.4583,PB；PE,569.67亿,41.21%,1909.39亿,0.4,,上海联和投资有限公司
2019,696.12,109.281,6.37,498.0,13.47%,202.98亿,12.55%,11.03,1.3978,4.6838,0.5775,PB；PE,519.34亿,40.83%,1772.27亿,0.45,,上海联和投资有限公司
2018,434.782,78.0578,5.57,438.88,32.49%,180.34亿,17.65%,12.93,0.9907,4.6417,0.4308,PB；PE,476.58亿,41.17%,1617.69亿,0.5,,上海联和投资有限公司
2017,,,4.88,331.25,-3.72%,153.28亿,7.13%,16.27,,3.4857,0.2999,PB；PE,391.26亿,46.30%,1474.41亿,0.5,,上海联和投资有限公司
2016,,,6.05,344.04,3.77%,143.08亿,10.04%,19.28,,3.01,0.3138,PB；PE,355.43亿,41.63%,1162.19亿,,,上海联和投资有限公司
2015,,,,331.59,18.01%,130.02亿,14.29%,17.1,,,,PB；PE,296.36亿,39.34%,928.34亿,,,上海联和投资有限公司
2014,,,,280.98,30.88%,113.76亿,21.77%,15.73,,,,PB；PE,249.43亿,40.57%,743.59亿,,,上海联和投资有限公司
2013,,,,214.67,24.16%,93.42亿,24.42%,13.22,,,,PB；PE,196.83亿,43.60%,563.20亿,,,上海联和投资有限公司
2012,,,,172.9,22.09%,75.09亿,29.33%,9.91,,,,PB；PE,166.51亿,43.48%,422.72亿,,,上海联和投资有限公司
2011,,,,141.62,9.37%,58.06亿,15.47%,8.3,,,,PB；PE,127.34亿,41.00%,352.76亿,,,上海联和投资有限公司
2010,,,,129.49,37.23%,50.28亿,38.79%,0.0,,,,PB；PE,101.15亿,38.83%,294.87亿,,,上海联和投资有限公司
