报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,213.615,6.8997,30.96,9.698,16.52,18.29%,3.23亿,61.97%,4.77,12.89亿,34.32亿,23.83%,37.75亿,4.27亿
2024,82.175,6.8997,11.91,4.0822,20.13,-10.66%,3.90亿,163.56%,4.41,13.08亿,31.78亿,23.57%,35.67亿,3.34亿
2023,75.276,6.8997,10.91,3.3397,22.54,19.92%,1.48亿,-59.41%,4.53,7.92亿,28.40亿,9.04%,39.09亿,2.46亿
2022,85.556,6.8997,12.4,4.5533,18.79,14.73%,3.65亿,-13.54%,4.31,6.33亿,26.92亿,26.88%,35.36亿,2.45亿
2021,85.694,6.8997,12.42,5.2316,16.38,0.01%,4.22亿,45.10%,3.79,7.25亿,23.27亿,36.32%,31.46亿,2.14亿
2020,108.463,6.8997,15.72,6.6217,16.38,-43.54%,2.91亿,-35.19%,3.22,11.62亿,19.06亿,25.24%,26.24亿,1.27亿
2019,101.288,6.8997,14.68,3.4915,29.01,20.77%,4.48亿,8.91%,3.26,6.98亿,16.84亿,19.31%,26.63亿,1.84亿
2018,67.548,6.8997,9.79,2.8122,24.02,80.03%,4.12亿,27.52%,2.63,3.95亿,12.35亿,23.21%,21.48亿,1.48亿
2017,,,11.77,,13.34,59.68%,3.23亿,59.77%,3.53,9.02亿,8.23亿,36.75%,29.31亿,2.65亿
2016,,,15.49,,6.86,-16.74%,2.02亿,-20.10%,3.48,10.06亿,10.22亿,48.29%,26.47亿,1250.05万
2015,,,17.13,,8.24,11.21%,2.53亿,7.07%,1.90,1.32亿,8.20亿,50.64%,12.08亿,2713.91万
2014,,,11.64,,7.41,-12.07%,2.36亿,-18.49%,1.39,6.27亿,6.05亿,51.03%,8.11亿,5272.63万
2013,,,12.23,,8.43,-8.65%,2.90亿,-15.80%,0.92,2.53亿,3.68亿,54.67%,5.27亿,5414.59万
2012,,,17.24,,9.23,-2.02%,3.44亿,-1.99%,1.35,6.39亿,5.83亿,58.82%,7.93亿,4087.16万
2011,,,13.63,,9.42,14.53%,3.51亿,25.53%,1.15,6.99亿,4.82亿,59.38%,6.96亿,3461.49万
2010,,,25.66,,8.22,83.83%,2.80亿,7763.52%,0.54,3.73亿,1.71亿,17.61%,4.47亿,2705.60万
