报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,101.112,6.6,15.32,3.4159,7.4,-30.79%,1616.14万,213.64%,3.31,9.07亿,8.11亿,1.72%,23.14亿,3.07亿
2025,127.38,6.6,19.3,3.0895,41.23,-1.16%,-1.53亿,84.36%,3.24,9.81亿,7.66亿,-2.70%,25.83亿,4.91亿
2024,129.72,6.7916,19.1,3.1093,41.72,13.72%,-9.79亿,-864.18%,3.38,13.42亿,9.19亿,-23.05%,27.18亿,7.87亿
2023,212.713,6.7916,31.32,5.7992,36.68,-14.53%,1.28亿,-44.23%,5.45,7.16亿,19.32亿,2.88%,41.04亿,7.50亿
2022,185.071,6.7916,27.25,4.312,42.92,-11.66%,2.30亿,-68.62%,5.32,4.30亿,18.51亿,4.61%,38.39亿,5.60亿
2021,250.406,6.7916,36.87,5.1534,48.59,37.38%,7.32亿,210.04%,5.08,5.36亿,16.91亿,14.43%,37.04亿,5.34亿
2020,142.6,6.8989,20.67,4.0328,35.36,-6.29%,2.36亿,-22.98%,4.22,3.88亿,11.97亿,6.41%,31.57亿,4.36亿
2019,135.494,6.8989,19.64,3.5902,37.74,-1.34%,3.07亿,-39.07%,3.89,3.10亿,10.11亿,8.28%,27.55亿,3.63亿
2018,61.686,6.9,8.94,1.6127,38.25,12.48%,5.03亿,96.96%,3.51,2.82亿,8.40亿,13.52%,24.65亿,3.24亿
2017,,,12.5,,34.01,30.52%,2.56亿,128.01%,3.61,1.25亿,4.30亿,7.71%,26.05亿,1.93亿
2016,,,12.17,,26.06,0.90%,1.12亿,-7.75%,3.29,2.29亿,2.30亿,4.28%,23.19亿,1.46亿
2015,,,9.01,,25.82,-12.64%,1.21亿,42.86%,3.10,1.52亿,1.29亿,4.69%,21.57亿,1.05亿
2014,,,4.14,,29.56,11.40%,8504.05万,198.60%,2.91,1.82亿,1840.00万,2.99%,20.33亿,1.31亿
2013,,,2.72,,26.53,-1.12%,-8625.10万,-581.21%,2.79,8294.91万,-6664.04万,-3.51%,19.45亿,1.86亿
2012,,,3.63,,26.84,-9.67%,1792.38万,-84.88%,2.91,7202.82万,1961.06万,0.92%,20.35亿,2.79亿
2011,,,3.77,,29.71,63.17%,1.19亿,-89.78%,2.88,1.75亿,194.01万,4.10%,19.81亿,1.85亿
2010,,,5.43,,18.21,71.82%,11.59亿,203.77%,5.45,3.08亿,-1.17亿,64.27%,19.28亿,1.25亿
