报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,180.773,19.5854,9.23,6.0419,7.48,14.76%,1.27亿,16.15%,3.70,18.05亿,40.20亿,16.24%,72.39亿,6.28亿
2025,160.013,19.5854,8.17,5.4297,29.47,46.66%,12.19亿,3005.63%,3.63,14.97亿,38.93亿,40.62%,71.08亿,7.04亿
2024,154.575,19.8173,7.8,7.6903,20.1,-34.66%,-4195.48万,-103.59%,3.22,6.46亿,31.60亿,-2.20%,64.03亿,7.36亿
2023,203.748,19.9362,10.22,6.626,30.75,10.69%,11.68亿,-26.17%,3.62,11.60亿,36.97亿,37.98%,72.16亿,7.05亿
2022,168.865,19.9368,8.47,6.0787,27.78,-14.98%,15.82亿,20.92%,3.28,8.47亿,30.26亿,56.93%,65.50亿,6.54亿
2021,194.246,20.3399,9.55,5.9439,32.68,12.99%,13.08亿,40.69%,3.06,9.02亿,27.01亿,40.04%,62.20亿,5.38亿
2020,233.095,20.3399,11.46,8.06,28.92,4.14%,9.30亿,14.63%,2.73,7.44亿,19.51亿,32.17%,55.59亿,5.38亿
2019,217.434,20.3399,10.69,7.8298,27.77,3.13%,8.11亿,-3.27%,2.46,3.68亿,15.31亿,29.15%,50.09亿,6.29亿
2018,235.739,20.3399,11.59,8.7538,26.93,5.80%,8.39亿,0.25%,2.32,3.56亿,12.08亿,31.15%,47.34亿,9.01亿
2017,,,15.8,,25.45,24.75%,8.37亿,30.52%,2.65,3.36亿,11.30亿,33.01%,45.37亿,9.74亿
2016,,,12.48,,20.4,22.23%,6.41亿,30.02%,2.77,2.36亿,9.42亿,31.33%,39.45亿,10.48亿
2015,,,12.79,,16.69,15.02%,4.93亿,76.19%,2.17,2.12亿,8.20亿,29.36%,24.79亿,9.55亿
2014,,,6.63,,14.51,20.52%,2.80亿,52.13%,2.08,2.02亿,6.86亿,19.05%,21.61亿,6.30亿
2013,,,5.82,,12.04,21.45%,1.84亿,193.28%,2.14,2.16亿,7.16亿,14.90%,20.16亿,3.44亿
2012,,,2.98,,9.92,26.39%,6270.82万,-82.77%,2.53,1.25亿,7.08亿,6.02%,19.91亿,2.33亿
2011,,,2.55,,7.84,23.00%,3.64亿,104.07%,2.64,2.44亿,8.09亿,46.27%,20.78亿,1.98亿
2010,,,3.28,,6.38,11.14%,1.78亿,128.95%,2.96,6277.60万,4.83亿,27.18%,17.33亿,1.87亿
