报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,34.21,4.0058,8.54,4.8502,5.29,-18.48%,9183.45万,2.51%,3.18,3.99亿,4.47亿,17.33%,13.13亿,2539.66万
2024,26.554,4.0051,6.63,3.0452,8.72,-8.81%,1.47亿,-1.40%,3.19,4.72亿,4.27亿,16.70%,13.20亿,1.01亿
2023,35.121,4.0047,8.77,3.6737,9.56,-0.96%,1.49亿,28.20%,3.01,5.12亿,3.68亿,15.40%,12.60亿,7350.71万
2022,32.276,4.0045,8.06,3.3447,9.65,25.19%,1.16亿,1.97%,2.79,1.97亿,2.94亿,12.00%,11.20亿,1.07亿
2021,46.172,4.0045,11.53,5.9886,7.71,35.00%,1.14亿,-27.74%,2.85,2.89亿,3.29亿,14.75%,11.40亿,4061.18万
2020,,,,,5.71,-12.16%,1.57亿,0.70%,1.85,1.88亿,2.26亿,27.56%,5.94亿,3300.11万
2019,,,,,6.5,4.93%,1.56亿,37.64%,1.61,1.90亿,1.65亿,24.04%,5.17亿,3624.72万
2018,,,,,6.19,9.17%,1.14亿,16.35%,1.37,1.67亿,1.05亿,18.33%,4.40亿,4842.06万
2017,,,,,5.67,18.73%,9756.69万,41.16%,1.02,8525.49万,246.41万,17.19%,3.27亿,2812.48万
2016,,,,,4.78,False,6911.91万,False,1.21,1.51亿,136.94万,14.46%,1.85亿,964.23万
