报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,1050.189,80.0449,13.12,1.9413,405.72,-8.61%,65.17亿,-0.92%,8.28,268.98亿,360.31亿,29.10%,1219.63亿,12.16亿
2024,1202.359,74.5418,16.13,2.0795,578.19,1.95%,66.43亿,-0.92%,7.55,103.12亿,332.73亿,20.80%,1090.74亿,16.81亿
2023,925.809,74.5418,12.42,1.6325,567.12,12.32%,67.05亿,64.31%,7.16,114.96亿,309.51亿,21.44%,1021.17亿,12.96亿
2022,744.673,74.5418,9.99,1.4749,504.89,15.36%,40.81亿,66.16%,6.55,117.70亿,268.18亿,15.21%,936.21亿,12.17亿
2021,776.726,74.5418,10.42,1.7747,437.66,11.09%,24.56亿,-55.48%,6.14,89.98亿,244.23亿,11.85%,880.98亿,12.70亿
2020,529.406,69.6587,7.6,1.3464,393.2,-7.34%,55.16亿,15.99%,5.96,107.29亿,244.31亿,24.86%,825.85亿,9.55亿
2019,533.381,67.8602,7.86,1.257,424.33,3.47%,47.55亿,8.97%,5.36,92.95亿,211.79亿,20.58%,743.94亿,11.59亿
2018,455.342,67.8602,6.71,1.1103,410.11,29.61%,43.64亿,35.02%,4.97,84.45亿,185.47亿,20.43%,701.83亿,15.17亿
2017,,,5.99,,316.43,8.11%,32.32亿,-17.47%,4.50,51.31亿,158.06亿,20.73%,607.08亿,11.83亿
2016,,,5.3,,292.71,-6.42%,39.16亿,-27.84%,4.23,43.41亿,142.73亿,26.85%,567.18亿,10.68亿
2015,,,6.36,,312.8,-5.09%,54.28亿,-3.08%,3.92,63.27亿,125.11亿,32.30%,513.90亿,8.45亿
2014,,,8.55,,329.57,16.30%,56.00亿,69.42%,3.41,76.07亿,93.61亿,30.83%,427.39亿,10.92亿
2013,,,2.85,,283.39,18.74%,33.05亿,213.61%,2.72,39.94亿,48.81亿,20.74%,337.34亿,9.71亿
2012,,,2.58,,238.67,1.27%,10.54亿,217.16%,3.49,62.68亿,19.93亿,8.45%,254.80亿,12.48亿
2011,,,1.77,,235.69,24.20%,3.32亿,-34.12%,4.89,51.01亿,9.84亿,3.10%,225.04亿,14.55亿
2010,,,2.13,,174.75,33.82%,5.04亿,-5.07%,4.41,11.71亿,8.67亿,6.67%,161.78亿,10.02亿
