报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,86.427,5.7966,14.91,4.1874,5.16,22.82%,1.05亿,61.39%,3.96,12.63亿,11.51亿,20.57%,22.99亿,3.47亿
2025,72.631,5.7966,12.53,3.6334,19.99,8.97%,3.06亿,88.54%,3.78,12.88亿,10.56亿,15.41%,21.94亿,3.40亿
2024,62.535,5.8172,10.75,3.4098,18.34,-5.35%,1.62亿,-26.75%,3.45,11.24亿,8.96亿,8.88%,20.08亿,3.52亿
2023,55.961,5.8172,9.62,2.8876,19.38,11.22%,2.21亿,-5.00%,3.38,9.42亿,8.72亿,11.43%,19.64亿,4.00亿
2022,65.036,5.8172,11.18,3.7334,17.42,6.48%,2.33亿,0.65%,3.19,9.57亿,7.93亿,13.35%,18.51亿,4.30亿
2021,74.286,5.8172,12.77,4.5407,16.36,-29.42%,2.31亿,-64.57%,2.98,8.35亿,7.03亿,13.89%,17.32亿,3.98亿
2020,94.122,5.8172,16.18,4.0587,23.19,104.06%,6.53亿,395.37%,3.11,10.58亿,7.49亿,27.93%,18.13亿,3.56亿
2019,36.823,5.8172,6.33,3.2415,11.36,14.46%,1.32亿,42.30%,2.22,4.66亿,2.64亿,11.21%,12.99亿,1.99亿
2018,29.426,5.85,5.03,2.9633,9.93,17.72%,9265.50万,111.70%,2.13,2.78亿,2.04亿,8.68%,12.58亿,1.60亿
2017,,,7.13,,8.43,20.81%,4376.70万,66.08%,2.11,3.97亿,1.73亿,4.50%,12.52亿,1.45亿
2016,,,8.07,,6.98,26.88%,2635.28万,-74.47%,2.06,4.30亿,1.55亿,2.79%,12.26亿,1.45亿
2015,,,9.29,,5.5,5.23%,1.03亿,668.34%,5.07,4.01亿,1.82亿,18.36%,12.16亿,1.10亿
2014,,,5.29,,5.23,15.00%,1343.28万,-61.29%,5.96,7.79亿,1.01亿,2.18%,11.63亿,8831.63万
2013,,,4.55,,4.55,18.86%,3470.29万,-37.13%,9.04,9.24亿,1.20亿,7.31%,11.80亿,6083.76万
2012,,,2.7,,3.82,1.91%,5519.57万,-6.74%,11.70,10.51亿,1.20亿,14.01%,11.76亿,4548.99万
2011,,,2.81,,3.75,17.06%,5918.58万,-10.35%,11.37,10.47亿,9153.00万,15.52%,11.39亿,3674.01万
2010,,,,,3.21,40.05%,6601.59万,43.81%,2.90,1.83亿,5871.18万,20.37%,2.17亿,3979.06万
