报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,66.666,2.0538,32.46,11.111,1.5,5.34%,4644.29万,117.79%,7.54,12.29亿,7.64亿,30.61%,15.57亿,1.36亿
2025,74.163,2.0538,36.11,12.7428,5.82,-12.38%,1.78亿,-8.14%,7.32,13.12亿,7.18亿,30.71%,15.11亿,1.28亿
2024,75.419,2.0539,36.72,11.3583,6.64,-10.78%,1.94亿,-16.84%,7.19,13.01亿,7.04亿,29.04%,14.84亿,1.19亿
2023,66.648,1.712,38.93,8.9581,7.44,19.10%,2.33亿,40.49%,8.72,10.90亿,7.56亿,31.58%,15.06亿,1.32亿
2022,58.064,1.7128,33.9,9.2902,6.25,24.19%,1.66亿,20.82%,7.95,13.90亿,6.60亿,26.30%,13.74亿,1.30亿
2021,46.542,1.7092,27.23,9.2529,5.03,43.68%,1.37亿,26.65%,7.32,12.60亿,5.91亿,27.72%,12.62亿,1.17亿
2020,39.64,1.6825,23.56,11.3257,3.5,2.98%,1.09亿,-14.69%,7.00,9.35亿,5.35亿,31.10%,11.84亿,8830.93万
2019,46.502,1.2019,38.69,13.6771,3.4,15.01%,1.27亿,6.19%,9.38,10.62亿,5.08亿,37.75%,11.33亿,6659.86万
2018,18.825,1.2021,15.66,6.3598,2.96,21.23%,1.20亿,17.53%,8.63,4.57亿,4.45亿,39.62%,10.39亿,5326.04万
2017,,,16.76,,2.44,19.09%,1.02亿,44.59%,10.92,3.67亿,3.81亿,41.06%,9.40亿,5230.18万
2016,,,,,2.05,4.90%,7048.16万,-15.97%,7.47,5.13亿,2.93亿,34.07%,4.76亿,3626.86万
2015,,,,,1.95,20.04%,8388.09万,73.02%,6.36,4.22亿,2.28亿,42.89%,4.07亿,2694.47万
2014,,,,,1.63,9.23%,4847.92万,15.99%,6.61,1.95亿,1.52亿,29.92%,2.00亿,2085.84万
2013,,,,,1.49,20.56%,4179.48万,22.46%,5.64,1.74亿,1.23亿,28.28%,1.71亿,1379.51万
2012,,,,,1.23,0.08%,3412.99万,-16.95%,5.60,1.28亿,1.02亿,27.79%,1.41亿,1117.37万
2011,,,,,1.23,False,4109.78万,False,5.87,1.18亿,1.09亿,33.60%,1.48亿,329.23万
