报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,80.589,4.8812,16.51,4.5173,4.46,-8.42%,754.07万,-70.54%,7.61,9.01亿,6.79亿,1.04%,37.16亿,6.84亿
2025,100.357,4.8812,20.56,5.6476,17.77,0.60%,-1.38亿,-278.23%,7.34,11.49亿,6.72亿,-8.18%,35.88亿,6.49亿
2024,72.578,4.6228,15.7,4.1097,17.66,-8.76%,7750.38万,-33.60%,6.86,13.51亿,6.87亿,4.26%,32.21亿,4.56亿
2023,54.922,4.0443,13.58,2.8369,19.36,-2.01%,1.17亿,91.94%,6.03,14.44亿,6.40亿,5.88%,25.93亿,2.80亿
2022,51.929,4.0443,12.84,2.6293,19.75,11.22%,6081.67万,-38.56%,5.63,6.04亿,5.00亿,2.96%,22.80亿,2.74亿
2021,41.161,2.2468,18.32,2.3176,17.76,35.03%,9899.21万,-26.01%,10.24,8.66亿,4.64亿,5.73%,23.15亿,2.78亿
2020,48.194,2.2468,21.45,3.6649,13.15,23.84%,1.34亿,23.54%,9.82,11.57亿,4.17亿,10.11%,22.14亿,2.17亿
2019,,,,,10.62,35.85%,1.08亿,22.79%,5.60,1.86亿,2.96亿,10.37%,9.52亿,1.37亿
2018,,,,,7.82,29.00%,8819.54万,59.95%,4.96,1.03亿,1.95亿,11.76%,8.42亿,9893.26万
2017,,,,,6.06,59.50%,5513.96万,34.19%,4.41,2.54亿,1.13亿,9.29%,7.43亿,5429.46万
2016,,,,,3.8,29.59%,4109.09万,-17.60%,1.70,3.44亿,6088.97万,10.69%,2.36亿,1586.12万
2015,,,,,2.93,31.39%,4986.73万,26.50%,1.56,8958.58万,3371.81万,17.01%,2.11亿,857.27万
2014,,,,,2.23,17.61%,3942.20万,42.68%,2.30,1500.98万,1213.16万,17.67%,4601.98万,441.13万
2013,,,,,1.9,False,2762.96万,False,0.58,1231.45万,-2020.76万,14.56%,1159.79万,630.55万
