报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,17.433,0.9224,18.9,6.3051,0.691222,4.60%,-804.57万,3.43%,5.06,2.01亿,8069.97万,-11.70%,4.66亿,1.33亿
2025,26.713,0.9224,28.96,7.7205,3.46,23.66%,-5046.33万,46.92%,5.15,2.49亿,8874.54万,-14.82%,4.74亿,1.27亿
2024,14.297,0.9224,15.5,5.1244,2.79,-41.93%,-9507.33万,-351.16%,5.69,2.63亿,1.39亿,-34.04%,5.26亿,1.17亿
2023,13.854,0.9224,15.02,2.8802,4.81,3.39%,3785.30万,-8.59%,6.92,3.09亿,2.53亿,7.89%,6.39亿,8260.55万
2022,,,,,4.65,-0.65%,4141.12万,-32.92%,6.55,2.42亿,2.19亿,8.93%,4.95亿,9779.24万
2021,,,,,4.68,8.63%,6173.14万,6.53%,6.00,1.73亿,1.83亿,13.17%,4.54亿,7715.12万
2020,,,,,4.31,8.45%,5794.93万,29.04%,5.47,2.06亿,1.48亿,13.52%,4.13亿,7420.87万
2019,,,,,3.98,5.51%,4490.85万,31.72%,4.85,1.84亿,1.08亿,11.30%,3.67亿,6626.51万
2018,,,,,3.77,11.24%,3409.42万,377.92%,4.26,1.09亿,6702.92万,9.05%,3.22亿,6346.97万
2017,,,,,3.39,26.83%,713.38万,-61.62%,4.41,8227.60万,3601.24万,3.31%,2.88亿,6137.27万
2016,,,,,2.76,24.37%,1858.53万,-51.02%,4.26,1.32亿,7011.75万,6.72%,3.22亿,4809.05万
2015,,,,,2.22,67.27%,3794.31万,39.41%,4.72,5919.53万,5324.86万,17.07%,1.66亿,3584.41万
2014,,,,,1.33,74.12%,2721.68万,156.70%,2.05,2300.16万,1833.28万,20.49%,6159.01万,2974.61万
2013,,,,,0.763028,False,1060.27万,False,3.05,504.30万,1293.59万,13.90%,2137.32万,1226.03万
