报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,72.982,2.0978,34.79,15.3324,1.19,37.39%,400.62万,-84.29%,2.00,1.13亿,1.29亿,3.49%,4.26亿,4507.30万
2025,100.17,2.0978,47.75,21.0,4.77,-21.54%,6449.25万,-1.80%,1.98,1.89亿,1.25亿,13.97%,4.23亿,4101.29万
2024,107.659,2.0978,51.32,17.7071,6.08,0.34%,6567.54万,-6.79%,1.92,5.83亿,1.18亿,10.90%,4.09亿,3256.21万
2023,27.138,2.1037,12.9,4.4782,6.06,0.07%,7045.98万,36.77%,1.85,2.26亿,1.13亿,12.67%,3.95亿,1185.71万
2022,11.419,2.1069,5.42,1.8843,6.06,43.80%,5151.72万,2.26%,1.69,2.81亿,8564.80万,8.71%,3.58亿,3840.42万
2021,13.401,1.4077,9.52,3.1831,4.21,53.14%,5038.03万,5.95%,2.41,2.85亿,7229.32万,12.02%,3.43亿,3331.96万
2020,5.215,0.745,7.0,1.8964,2.75,30.97%,4754.91万,9.47%,4.94,2.18亿,7423.42万,17.62%,3.68亿,1554.97万
2019,,,,,2.13,26.12%,4343.49万,-19.26%,2.40,1.46亿,6767.10万,20.42%,1.59亿,904.56万
2018,,,,,1.69,20.56%,5379.81万,39.18%,3.28,1.36亿,7884.16万,32.10%,1.66亿,1079.00万
2017,,,,,1.4,17.81%,3865.42万,49.34%,4.31,9114.91万,6385.80万,27.57%,1.45亿,992.61万
2016,,,,,1.19,70.75%,2588.29万,452.69%,3.16,7441.82万,2910.21万,21.45%,1.07亿,982.18万
2015,,,,,0.698037,62.32%,468.31万,-42.77%,2.42,1526.69万,906.81万,14.33%,5023.91万,1603.46万
2014,,,,,0.430036,45.89%,818.29万,78.65%,2.64,2146.53万,788.44万,19.03%,2905.99万,1263.75万
2013,,,,,0.29476,99.62%,458.06万,-38.31%,2.10,346.25万,414.17万,15.54%,1047.70万,885.32万
2012,,,,,0.147664,51.15%,742.49万,2334.10%,2.75,125.27万,789.44万,50.28%,1377.16万,512.20万
2011,,,,,0.097691,False,30.50万,False,1.27,153.53万,121.20万,3.12%,634.67万,23.85万
