报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-05,137.74,5.673,24.28,8.67,23.61%,1.07亿,-31.81%,7.96,15.887,127.7895,3.0503,PS；PE,38.92亿,15.20亿,12.30%,45.18亿,2.38亿,,20%: 最新年度净利润同比下降,刘祥
2026-03-31,137.74,5.673,24.28,8.67,23.61%,1.07亿,-31.81%,7.96,3.9717,127.7895,3.0503,PS；PE,38.92亿,15.20亿,12.30%,45.18亿,2.38亿,,,刘祥
2025,157.193,5.6687,27.73,31.8,1.03%,4.69亿,100.17%,7.76,4.9432,33.4096,3.5735,PS；PE,41.18亿,14.13亿,14.65%,44.04亿,1.48亿,0.5,,刘祥
2024,118.603,5.5656,21.31,31.48,-17.20%,2.34亿,-68.98%,7.4,3.7676,50.7381,2.8797,PS；PE,40.13亿,12.59亿,7.35%,41.95亿,9942.86万,0.8700000000000001,,刘祥
2023,115.225,5.0493,22.82,38.01,-11.94%,7.55亿,1588.44%,7.74,3.0314,15.8472,2.9483,PS；PE,36.40亿,15.57亿,19.84%,43.06亿,1.21亿,0.22999999999999998,,刘祥
2022,55.182,4.892,11.28,43.17,19.51%,4471.83万,-77.72%,5.54,1.2782,125.3333,2.0361,PS；PE,18.41亿,9.37亿,1.03%,28.17亿,2.38亿,,,刘祥
2021,67.118,4.892,13.72,36.12,37.21%,2.01亿,131.98%,5.16,1.8582,33.4634,2.6589,PS；PE,17.55亿,8.98亿,5.61%,25.45亿,2.52亿,0.25,,刘祥
2020,51.949,4.887,10.63,26.32,-13.06%,8650.39万,-64.33%,4.96,1.9737,59.0556,2.1431,PS；PE,15.96亿,8.48亿,3.23%,24.26亿,1.63亿,0.25,,刘祥
2019,75.747,4.779,15.85,30.28,30.55%,2.42亿,-2.17%,5.02,2.5016,31.0784,3.1574,PS；PE,11.81亿,8.82亿,8.03%,24.53亿,1.60亿,,,刘祥
2018,27.027,2.6549,10.18,23.19,87.51%,2.48亿,244.59%,4.39,1.1655,19.5769,2.3189,PS；PE,13.30亿,6.68亿,10.69%,21.21亿,2.68亿,0.3499877,,刘祥
2017,,,11.6,12.37,9.80%,7193.39万,-48.26%,7.53,,72.5,1.5405,PS；PE,11.20亿,5.61亿,5.82%,20.20亿,2.52亿,0.0589987,,刘祥
2016,,,12.03,11.27,15.24%,1.39亿,62.61%,6.18,,20.05,1.9466,PS；PE,5.76亿,5.27亿,12.81%,14.76亿,1.60亿,0.05,,刘祥
2015,,,18.03,9.78,44.14%,8549.59万,7.43%,5.46,,48.7297,3.3022,PS；PE,4.28亿,4.00亿,8.84%,12.66亿,1.98亿,0.05,,刘祥
2014,,,5.87,6.78,35.86%,7958.14万,44.85%,9.89,,16.7714,0.5935,PS；PE,5.16亿,3.27亿,11.73%,11.33亿,1.27亿,0.1,,刘祥
2013,,,3.69,4.99,0.83%,5494.01万,-8.68%,9.04,,7.6875,0.4082,PS；PE,6.83亿,2.63亿,11.00%,10.36亿,1.14亿,0.05,,刘祥
2012,,,3.16,4.95,44.93%,6016.04万,-20.57%,8.61,,5.9623,0.367,PS；PE,7.01亿,2.15亿,12.15%,9.87亿,1.38亿,0.1,,刘祥
2011,,,4.77,3.42,63.81%,7574.19万,30.83%,8.18,,7.2273,0.5831,PS；PE,7.55亿,1.68亿,22.17%,9.38亿,1.06亿,0.2,,刘祥
2010,,,5.97,2.09,49.23%,5789.44万,30.41%,13.73,,5.1913,0.4348,PS；PE,7.34亿,1.09亿,27.76%,8.72亿,6229.15万,,,刘祥
