报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-12,28.484,1.8544,15.36,0.242413,18.29%,-1000.13万,59.38%,3.55,117.5019,,4.3268,PS；PE,1.79亿,-4.59亿,-42.87%,6.84亿,4782.23万,,,陈延行
2026-03-31,28.484,1.8544,15.36,0.242413,18.29%,-1000.13万,59.38%,3.55,29.3755,,4.3268,PS；PE,1.79亿,-4.59亿,-42.87%,6.84亿,4782.23万,,,陈延行
2025,25.22,1.8544,13.6,1.53,6.71%,-2.27亿,-17.66%,3.6,16.4837,,3.7778,PS；PE,1.37亿,-4.49亿,-149.50%,6.93亿,2588.45万,,,陈延行
2024,16.419,1.8765,8.75,1.43,-68.08%,-1.93亿,-303.48%,4.81,11.4818,,1.8191,PS；PE,2.22亿,-2.22亿,-136.14%,9.11亿,4777.27万,,,陈延行
2023,26.333,1.8729,14.06,4.48,164.69%,-4789.15万,65.75%,5.94,5.8779,,2.367,PS；PE,3.79亿,-2884.37万,-10.36%,11.38亿,9795.79万,,,陈延行
2022,19.366,1.8729,10.34,1.69,-72.38%,-1.40亿,-299.99%,6.44,11.4592,,1.6056,PS；PE,3.02亿,1904.78万,-83.10%,12.26亿,2.62亿,0.048,,陈延行
2021,40.717,1.8729,21.74,6.13,51.86%,6991.07万,100.56%,7.35,6.6423,55.7436,2.9578,PS；PE,7.86亿,1.68亿,11.75%,13.89亿,2.22亿,0.08499999999999999,,陈延行
2020,,,,4.03,-20.48%,3485.85万,-65.74%,3.58,,,,PS；PE,1.80亿,1.22亿,8.24%,5.14亿,1.56亿,,,陈延行
2019,,,,5.07,39.21%,1.02亿,86.04%,3.33,,,,PS；PE,1.46亿,9222.47万,20.07%,4.80亿,7000.04万,,,陈延行
2018,,,,3.64,86.26%,5468.81万,55.59%,2.11,,,,PS；PE,1.17亿,1.00亿,14.92%,2.96亿,3597.59万,,,陈延行
2017,,,,1.96,False,3514.81万,False,1.7,,,,PS；PE,6638.88万,5082.37万,17.94%,2.39亿,5999.10万,,,陈延行
