报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-05,30.922,3.8604,8.01,0.421745,-19.25%,-741.43万,12.02%,0.72,73.3192,,11.125,PS；PE,8930.26万,-13.25亿,-19.01%,2.77亿,1278.48万,,20%: 最新年度营业收入下滑,北京沐朝控股有限公司
2026-03-31,30.922,3.8604,8.01,0.421745,-19.25%,-741.43万,12.02%,0.72,18.3298,,11.125,PS；PE,8930.26万,-13.25亿,-19.01%,2.77亿,1278.48万,,,北京沐朝控股有限公司
2025,29.526,3.8748,7.62,1.63,9.98%,-7862.87万,-26.51%,0.74,18.1141,,10.2973,PS；PE,1.59亿,-13.17亿,-48.65%,2.85亿,2585.71万,,,北京沐朝控股有限公司
2024,23.413,2.9826,7.85,1.48,11.12%,-6215.12万,51.20%,0.94,15.8196,,8.3511,PS；PE,2.62亿,-12.39亿,-42.05%,3.64亿,163.38万,,,北京沐朝控股有限公司
2023,20.043,2.9826,6.72,1.33,7.19%,-1.27亿,-4.31%,1.09,15.0699,,6.1651,PS；PE,5.12亿,-11.77亿,-95.74%,4.22亿,896.80万,,,北京沐朝控股有限公司
2022,13.988,2.9826,4.69,1.24,-57.56%,-1.22亿,83.81%,0.14,11.2806,,33.5,PS；PE,729.96万,-10.49亿,-98.00%,4040.57万,2028.77万,,,北京沐朝控股有限公司
2021,24.189,2.9826,8.11,2.92,-31.01%,-7.54亿,-1680.83%,0.56,8.2839,,14.4821,PS；PE,4533.69万,-9.28亿,-257.96%,1.62亿,2205.12万,,,北京沐朝控股有限公司
2020,40.116,3.0276,13.25,4.24,-17.76%,4770.24万,109.19%,3.07,9.4613,82.8125,4.316,PS；PE,1506.16万,-1.74亿,11.25%,9.16亿,2507.85万,,,北京沐朝控股有限公司
2019,17.433,1.6925,10.3,5.15,-2.03%,-5.19亿,-4825.62%,3.06,3.385,,3.366,PS；PE,7783.35万,-2.22亿,-100.73%,9.27亿,6125.05万,0.06999999999999999,,北京沐朝控股有限公司
2018,13.264,1.555,8.53,5.26,-23.82%,1098.65万,-76.89%,8.65,2.5217,213.25,0.9861,PS；PE,2.11亿,2.96亿,2.09%,14.64亿,1.20亿,,,北京沐朝控股有限公司
2017,,,10.86,6.91,24.78%,4753.86万,48.98%,7.69,,33.9375,1.4122,PS；PE,1.91亿,2.85亿,6.88%,11.96亿,9511.78万,0.0221379,,北京沐朝控股有限公司
2016,,,26.77,5.53,15.49%,3190.93万,-29.80%,4.6,,121.6818,5.8196,PS；PE,2.35亿,2.42亿,5.77%,6.63亿,1.14亿,0.1,,北京沐朝控股有限公司
2015,,,29.55,4.79,-14.87%,4545.17万,-19.86%,8.99,,84.4286,3.287,PS；PE,3.51亿,2.20亿,9.49%,6.35亿,8375.58万,0.1,,北京沐朝控股有限公司
2014,,,,5.63,1.13%,5671.44万,7.80%,6.04,,,,PS；PE,3.08亿,1.86亿,10.08%,3.20亿,6183.22万,,,北京沐朝控股有限公司
2013,,,,5.57,23.84%,5261.23万,10.27%,4.97,,,,PS；PE,2.34亿,1.33亿,9.45%,2.64亿,8257.70万,,,北京沐朝控股有限公司
2012,,,,4.49,17.98%,4771.38万,13.22%,3.98,,,,PS；PE,1.76亿,8456.52万,10.62%,2.11亿,6996.33万,,,北京沐朝控股有限公司
2011,,,,3.81,False,4214.39万,False,3.34,,,,PS；PE,1.46亿,5387.13万,11.06%,1.77亿,6587.33万,,,北京沐朝控股有限公司
