报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-05,499.1,12.6675,39.4,14.32,18.83%,6.56亿,16.68%,7.88,34.8534,76.1059,5.0,PE；PB,61.81亿,72.34亿,45.79%,99.84亿,16.96亿,1.3,,陈智松
2026-03-31,499.1,12.6675,39.4,14.32,18.83%,6.56亿,16.68%,7.88,8.7133,76.1059,5.0,PE；PB,61.81亿,72.34亿,45.79%,99.84亿,16.96亿,1.3,,陈智松
2025,435.133,12.6382,34.43,60.33,7.33%,26.01亿,-1.78%,7.36,7.2125,16.7534,4.678,PE；PB,58.16亿,65.78亿,43.11%,93.28亿,14.63亿,1.8,,陈智松
2024,448.024,12.6382,35.45,56.21,29.28%,26.48亿,31.72%,7.08,7.9705,16.9204,5.0071,PE；PB,62.08亿,62.54亿,47.10%,89.48亿,8.13亿,1.5,,陈智松
2023,234.602,9.0162,26.02,43.48,-9.61%,20.10亿,-7.69%,6.43,5.3956,16.3586,4.0467,PE；PB,54.66亿,54.99亿,46.23%,81.26亿,7.27亿,1.8,,陈智松
2022,330.967,9.0231,36.68,48.11,30.57%,21.78亿,34.75%,8.75,6.8794,21.2872,4.192,PE；PB,55.36亿,54.72亿,45.27%,78.91亿,5.64亿,0.8,,陈智松
2021,440.144,9.0249,48.77,36.84,33.76%,16.16亿,26.38%,7.02,11.9474,27.1155,6.9473,PE；PB,46.43亿,40.16亿,43.86%,63.32亿,7.30亿,0.65,,陈智松
2020,260.23,5.9947,43.41,27.54,10.64%,12.79亿,3.52%,5.77,9.4492,30.4183,7.5234,PE；PB,42.82亿,30.34亿,46.43%,52.03亿,3.45亿,0.9,,陈智松
2019,84.982,2.9955,28.37,24.89,37.13%,12.35亿,45.08%,7.33,3.4143,20.5788,3.8704,PE；PB,36.90亿,24.24亿,49.62%,43.96亿,2.67亿,1.2,,陈智松
2018,22.476,1.4934,15.05,18.15,30.81%,8.51亿,44.13%,11.68,1.2383,10.5584,1.2885,PE；PB,3.72亿,16.43亿,46.90%,34.99亿,1.97亿,1.6,,陈智松
2017,,,12.77,13.88,50.23%,5.91亿,36.65%,19.25,,5.6489,0.6634,PE；PB,8860.03万,11.05亿,42.57%,28.74亿,1.82亿,1.8,,陈智松
2016,,,,9.24,39.56%,4.32亿,74.59%,14.37,,,,PE；PB,5.46亿,6.96亿,46.80%,8.05亿,8911.20万,,,陈智松
2015,,,,6.62,35.54%,2.48亿,64.46%,7.9,,,,PE；PB,2.62亿,3.33亿,37.41%,4.42亿,7332.82万,,,陈智松
2014,,,,4.88,45.64%,1.51亿,50.43%,4.47,,,,PE；PB,1.57亿,1.42亿,30.83%,2.50亿,5737.05万,,,陈智松
2013,,,,3.35,15.54%,1.00亿,16.51%,3.76,,,,PE；PB,1.31亿,1.11亿,29.85%,2.11亿,4982.08万,,,陈智松
2012,,,,2.9,False,8590.71万,False,2.6,,,,PE；PB,1.02亿,5631.64万,29.60%,1.46亿,3230.80万,,,陈智松
