报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-05,73.058,10.0769,7.25,5.52,156.79%,5413.56万,57.52%,1.64,13.2351,135.0093,4.4207,PE；PB,8.94亿,-24.30亿,8.69%,16.61亿,5.11亿,,,翁耀根
2026-03-31,73.058,10.0769,7.25,5.52,156.79%,5413.56万,57.52%,1.64,3.3088,135.0093,4.4207,PE；PB,8.94亿,-24.30亿,8.69%,16.61亿,5.11亿,,,翁耀根
2025,75.476,10.0769,7.49,8.04,-32.08%,6672.47万,-45.77%,1.58,9.3876,113.142,4.7405,PE；PB,9.06亿,-24.85亿,5.78%,16.14亿,8.64亿,,,翁耀根
2024,67.818,10.0769,6.73,11.84,76.48%,1.23亿,115.17%,1.52,5.7279,55.1188,4.4276,PE；PB,9.08亿,-25.50亿,7.03%,14.98亿,5.57亿,,,翁耀根
2023,35.975,10.0769,3.57,6.71,-54.53%,-8.11亿,-354.13%,1.42,5.3614,,2.5141,PE；PB,4.70亿,-26.73亿,-124.56%,14.14亿,3.42亿,,,翁耀根
2022,37.587,10.0769,3.73,14.76,-79.11%,-1.79亿,87.31%,2.22,2.5465,,1.6802,PE；PB,4.77亿,-18.62亿,-12.10%,22.40亿,6.16亿,,,翁耀根
2021,38.393,10.0769,3.81,70.66,-7.54%,-14.08亿,-31.16%,2.4,0.5433,,1.5875,PE；PB,2.96亿,-16.84亿,-19.78%,24.14亿,12.83亿,,,翁耀根
2020,40.912,10.0769,4.06,76.42,-44.16%,-10.73亿,-400.64%,3.79,0.5354,,1.0712,PE；PB,2.83亿,-2.76亿,-14.03%,39.29亿,10.44亿,0.05,,翁耀根
2019,67.717,10.0769,6.72,136.87,37.59%,3.57亿,15.96%,4.9,0.4948,18.967,1.3714,PE；PB,5.49亿,8.48亿,2.65%,50.48亿,6.70亿,0.05,,翁耀根
2018,48.772,10.0769,4.84,99.48,98.88%,3.08亿,133.34%,4.59,0.4903,15.8429,1.0545,PE；PB,2.79亿,5.47亿,3.25%,47.27亿,7.26亿,0.03,,翁耀根
2017,,,10.02,50.02,133.71%,1.32亿,343.95%,4.31,,58.9065,2.3248,PE；PB,6.97亿,2.77亿,3.28%,44.31亿,8.61亿,0.025,,翁耀根
2016,,,9.76,21.4,39.30%,2971.79万,35.63%,1.9,,219.3258,5.1368,PE；PB,5.04亿,1.63亿,2.45%,13.60亿,4.88亿,0.025,,翁耀根
2015,,,10.1,15.36,208.05%,2191.08万,86.18%,1.45,,258.312,6.9655,PE；PB,1.59亿,1.51亿,1.45%,8.43亿,2.09亿,0.025,,翁耀根
2014,,,4.8,4.99,29.39%,1176.84万,16.21%,3.98,,228.5714,1.206,PE；PB,2.22亿,1.35亿,2.38%,8.12亿,2.69亿,0.025,,翁耀根
2013,,,3.01,3.85,-9.21%,1012.72万,-77.49%,3.93,,59.4862,0.7659,PE；PB,1.54亿,1.30亿,2.63%,7.87亿,2.22亿,0.05,,翁耀根
2012,,,2.76,4.25,-13.95%,4498.87万,-42.61%,3.92,,10.6154,0.7041,PE；PB,2.49亿,1.31亿,10.60%,7.85亿,1.90亿,,,翁耀根
2011,,,,4.93,1.58%,7839.09万,-5.01%,1.88,,,,PE；PB,1908.35万,9037.55万,15.89%,2.82亿,1.18亿,,,翁耀根
2010,,,,4.86,43.15%,8252.35万,82.34%,1.36,,,,PE；PB,3486.38万,1982.37万,16.99%,2.04亿,9358.44万,,,翁耀根
