报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,163.601,24.9773,6.55,1.6599,24.64,-11.78%,4791.95万,-39.88%,3.48,20.28亿,43.87亿,2.05%,88.02亿,13.94亿
2025,151.362,24.9773,6.06,1.3079,115.73,4.66%,2.04亿,-42.94%,3.48,20.50亿,43.39亿,2.08%,87.48亿,15.14亿
2024,158.912,24.5613,6.47,1.4371,110.58,24.40%,3.57亿,47.70%,3.41,18.43亿,42.98亿,3.32%,88.58亿,13.12亿
2023,160.061,24.5492,6.52,1.8007,88.89,27.21%,2.42亿,-64.46%,3.37,15.56亿,41.32亿,3.33%,88.00亿,11.99亿
2022,140.667,24.5492,5.73,2.0133,69.87,-0.44%,6.80亿,-24.84%,3.37,17.28亿,41.53亿,10.20%,87.48亿,8.53亿
2021,310.544,24.5489,12.65,4.425,70.18,2.55%,9.04亿,8.39%,3.14,14.06亿,36.59亿,13.29%,81.10亿,5.82亿
2020,205.222,24.5481,8.36,2.9986,68.44,13.62%,8.34亿,-1.33%,2.86,17.44亿,30.87亿,12.43%,71.52亿,4.10亿
2019,232.502,24.3203,9.56,3.8596,60.24,-37.35%,8.45亿,18.74%,2.57,13.74亿,25.53亿,14.27%,63.71亿,3.71亿
2018,86.438,22.9888,3.76,0.899,96.15,-11.66%,7.12亿,30.79%,2.11,16.85亿,20.59亿,7.55%,49.02亿,5.31亿
2017,,,6.99,,108.84,27.43%,5.44亿,41.93%,1.90,6.43亿,16.34亿,5.03%,43.95亿,5.67亿
2016,,,7.03,,85.42,114.24%,3.84亿,61.36%,3.26,7.48亿,11.95亿,4.15%,38.77亿,9.50亿
2015,,,6.2,,39.87,142.61%,2.38亿,43.47%,3.05,6.28亿,9.47亿,6.03%,35.83亿,2.03亿
2014,,,3.4,,16.43,49.76%,1.66亿,-37.13%,4.22,2.44亿,7.79亿,10.03%,21.73亿,3.46亿
2013,,,3.27,,10.97,35.42%,2.64亿,29.46%,3.39,1.71亿,6.80亿,24.02%,16.59亿,1.33亿
2012,,,2.2,,8.1,37.51%,2.04亿,33.46%,4.43,2.36亿,4.92亿,25.12%,14.47亿,8364.21万
2011,,,1.49,,5.89,21.99%,1.53亿,30.20%,5.10,2.82亿,3.46亿,25.88%,12.80亿,8131.88万
2010,,,2.8,,4.83,84.74%,1.17亿,93.49%,9.27,5.77亿,2.46亿,24.25%,11.64亿,4334.54万
