报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,22.189,1.5366,14.44,10.3737,0.534741,22.18%,-552.30万,-190.55%,4.61,1.96亿,1.70亿,-10.33%,7.09亿,8184.67万
2025,29.933,1.5366,19.48,14.0531,2.13,-2.28%,-1960.74万,-159.51%,4.65,2.10亿,1.76亿,-9.21%,7.15亿,8453.56万
2024,25.461,1.5366,16.57,11.6794,2.18,7.52%,3295.04万,4.09%,4.96,3.29亿,2.26亿,15.13%,7.62亿,8363.90万
2023,23.08,1.5366,15.02,11.3695,2.03,-23.96%,3165.65万,-50.59%,4.86,5.06亿,2.12亿,15.63%,7.47亿,4778.81万
2022,10.234,1.5366,6.66,3.8474,2.66,-0.34%,6407.34万,-7.32%,4.86,5.62亿,2.14亿,24.05%,7.46亿,5629.26万
2021,,,,,2.67,37.38%,6913.08万,43.78%,3.17,1.91亿,1.57亿,25.86%,3.65亿,5418.83万
2020,,,,,1.95,0.03%,4808.08万,-4.12%,2.51,1.25亿,9441.27万,24.71%,2.84亿,3552.14万
2019,,,,,1.95,-8.55%,5014.58万,-8.49%,2.08,7061.29万,5113.99万,25.78%,2.35亿,3841.05万
2018,,,,,2.13,0.42%,5479.85万,6.62%,2.12,5303.04万,5990.97万,25.82%,2.39亿,3680.45万
2017,,,,,2.12,8.22%,5139.66万,10.68%,1.69,9608.54万,1433.47万,24.27%,1.84亿,3418.06万
2016,,,,,1.96,False,4643.65万,False,2.32,7653.28万,8411.49万,23.73%,2.53亿,3097.78万
