报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,115.813,2.6143,44.3,12.3205,2.35,53.55%,8008.75万,214.86%,7.87,8.07亿,3.27亿,34.06%,20.57亿,2.91亿
2025,68.053,2.4928,27.3,11.7943,5.77,8.27%,7229.61万,-20.06%,6.85,2.97亿,2.47亿,12.53%,17.07亿,3.15亿
2024,39.215,2.0815,18.84,7.3574,5.33,3.00%,9043.28万,-26.04%,8.35,3.36亿,2.36亿,16.97%,17.38亿,2.40亿
2023,40.961,1.4868,27.55,7.9228,5.17,12.73%,1.22亿,8.16%,11.95,4.77亿,2.77亿,23.64%,17.77亿,2.39亿
2022,20.943,1.0266,20.4,4.5627,4.59,13.03%,1.13亿,-16.92%,16.27,6.67亿,2.75亿,24.49%,16.70亿,2.25亿
2021,16.683,0.7314,22.81,4.1091,4.06,43.17%,1.36亿,89.19%,22.64,9.71亿,2.83亿,33.52%,16.56亿,2.13亿
2020,10.912,0.7314,14.92,3.8423,2.84,-5.70%,7191.64万,-33.82%,21.65,11.72亿,2.29亿,25.36%,15.83亿,1.91亿
2019,,,,,3.01,14.57%,1.09亿,22.01%,8.22,1.97亿,1.59亿,36.14%,4.51亿,1.64亿
2018,,,,,2.62,533.29%,8906.64万,891.88%,3.40,5031.92万,6249.77万,33.94%,1.52亿,1.55亿
2017,,,,,0.414404,36.43%,-1124.75万,-617.97%,1.41,3610.91万,-2492.46万,-27.14%,6329.05万,7565.90万
2016,,,,,0.303757,36.95%,217.15万,591.43%,1.70,1749.60万,-1193.11万,7.15%,7609.85万,2328.01万
2015,,,,,0.221803,15.74%,31.41万,103.39%,0.86,269.32万,-1410.25万,1.20%,2797.23万,1301.44万
2014,,,,,0.191647,False,-925.80万,False,0.85,2293.74万,-1441.66万,-48.94%,2850.71万,1097.77万
