报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-12,136.7,5.2476,26.05,13.22,-10.20%,-6.48亿,-383.62%,8.15,10.3404,,3.1963,PE；PB,5.28亿,16.16亿,-49.06%,42.79亿,13.16亿,,40%: 最新年度营业收入下滑；最新年度净利润同比下降,何祖训
2026-03-31,136.7,5.2476,26.05,13.22,-10.20%,-6.48亿,-383.62%,8.15,2.5851,,3.1963,PE；PB,5.28亿,16.16亿,-49.06%,42.79亿,13.16亿,,,何祖训
2025,153.883,5.2484,29.32,53.52,-4.16%,3.39亿,-50.65%,9.36,2.8752,45.1077,3.1325,PE；PB,7.15亿,22.64亿,6.33%,49.11亿,16.98亿,0.39,,何祖训
2024,143.598,5.2504,27.35,55.84,43.51%,6.87亿,271.16%,9.21,2.5716,20.8779,2.9696,PE；PB,10.42亿,21.65亿,12.30%,48.33亿,13.10亿,,,何祖训
2023,159.073,5.243,30.34,38.91,17.76%,-4.01亿,-257.04%,7.99,4.0882,,3.7972,PE；PB,5.45亿,14.85亿,-10.31%,41.98亿,12.86亿,0.25,,何祖训
2022,97.816,4.0023,24.44,33.04,18.89%,2.56亿,4.17%,8.92,2.9605,49.8776,2.7399,PE；PB,11.36亿,20.33亿,7.73%,46.79亿,10.82亿,0.25,,何祖训
2021,120.269,4.0023,30.05,27.79,2.02%,2.45亿,-78.44%,11.23,4.3278,46.9531,2.6759,PE；PB,17.32亿,18.77亿,8.83%,44.96亿,8.13亿,0.25,,何祖训
2020,,,,27.24,57.20%,11.38亿,142.59%,6.27,,,,PE；PB,5.58亿,17.70亿,41.77%,22.60亿,5.59亿,,,何祖训
2019,,,,17.33,58.75%,4.69亿,563.22%,3.39,,,,PE；PB,4.61亿,7.92亿,27.07%,12.22亿,3.09亿,,,何祖训
2018,,,,10.92,4.62%,7072.74万,-55.05%,6.99,,,,PE；PB,5495.65万,4.56亿,6.48%,7.24亿,2.31亿,,,何祖训
2017,,,,10.44,2.91%,1.57亿,-6.79%,7.09,,,,PE；PB,1.36亿,4.99亿,15.08%,7.23亿,1.79亿,,,何祖训
2016,,,,10.14,25.58%,1.69亿,98.34%,5.81,,,,PE；PB,1.51亿,3.78亿,16.65%,5.93亿,1.38亿,,,何祖训
2015,,,,8.07,-4.38%,8512.08万,104.09%,4.36,,,,PE；PB,8948.30万,2.37亿,10.54%,4.45亿,1.01亿,,,何祖训
2014,,,,8.44,2.53%,4170.77万,-25.85%,3.52,,,,PE；PB,6338.71万,1.58亿,4.94%,3.59亿,1.24亿,,,何祖训
2013,,,,8.24,False,5624.42万,False,3.32,,,,PE；PB,4102.38万,1.37亿,6.83%,3.38亿,1.16亿,,,何祖训
