报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,29.175,2.1936,13.3,2.0682,10.58,86.36%,-1847.44万,55.41%,3.14,2.20亿,-7867.34万,-0.55%,8.23亿,4.25亿
2024,39.024,2.1936,17.79,4.7532,8.21,1.12%,-9640.74万,-1708.48%,3.22,2.54亿,-6019.90万,-10.60%,8.28亿,4.04亿
2023,20.054,2.211,9.07,2.4697,8.12,6.04%,-533.08万,96.58%,3.63,3.62亿,3620.84万,0.19%,8.14亿,3.28亿
2022,14.278,2.2136,6.45,1.864,7.66,-22.64%,-1.56亿,-676.59%,3.66,3.69亿,4153.92万,-20.42%,8.14亿,3.47亿
2021,14.986,2.2136,6.77,1.5137,9.9,10.93%,-2009.54万,53.84%,4.31,4.17亿,1.98亿,-2.03%,9.54亿,3.72亿
2020,13.389,2.1736,6.16,1.501,8.92,-27.80%,-4353.29万,-560.08%,4.48,4.10亿,2.18亿,-5.65%,9.73亿,4.23亿
2019,16.019,2.1736,7.37,1.296,12.36,-8.31%,946.19万,115.17%,4.71,4.21亿,2.73亿,0.55%,10.27亿,4.68亿
2018,17.351,2.1991,7.89,1.2872,13.48,-9.97%,-6237.40万,-443.25%,4.61,3.71亿,2.72亿,-5.00%,10.20亿,5.31亿
2017,,,13.75,,14.97,-11.03%,1817.14万,-77.42%,5.21,1.07亿,3.91亿,1.01%,11.44亿,5.96亿
2016,,,28.85,,16.82,-13.21%,8049.02万,-32.43%,5.39,2.16亿,4.35亿,4.58%,11.85亿,6.75亿
2015,,,,,19.39,-5.39%,1.19亿,14.13%,3.93,9655.70万,3.60亿,6.07%,6.59亿,7.00亿
2014,,,,,20.49,-5.55%,1.04亿,-26.36%,3.30,1.18亿,2.65亿,5.06%,5.53亿,7.08亿
2013,,,,,21.69,10.88%,1.42亿,9.15%,2.96,2.09亿,2.21亿,6.54%,4.98亿,7.33亿
2012,,,,,19.57,11.14%,1.30亿,12.49%,2.39,1.19亿,1.44亿,6.46%,4.06亿,6.89亿
2011,,,,,17.61,False,1.15亿,False,1.62,1.40亿,2711.15万,6.62%,2.80亿,5.60亿
