报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,54.535,22.9137,2.38,3.6068,11.34,-23.87%,-2.19亿,-6741.62%,1.02,8.47亿,2.88亿,-19.26%,23.92亿,1.80亿
2024,57.185,22.9657,2.49,2.0489,27.91,-15.93%,-2.03亿,-777.31%,1.11,11.84亿,5.20亿,-12.10%,26.15亿,3.18亿
2023,63.487,23.0025,2.76,2.7248,23.3,-0.47%,3000.56万,99.51%,1.28,14.18亿,7.52亿,1.34%,30.13亿,3.26亿
2022,93.042,23.0302,4.04,3.9745,23.41,-0.06%,1503.94万,-80.46%,1.30,9.63亿,7.95亿,0.69%,30.46亿,1.52亿
2021,83.635,22.9137,3.65,3.5696,23.43,-1.72%,7697.31万,-46.92%,1.37,10.43亿,8.94亿,3.41%,32.53亿,1.14亿
2020,74.478,25.3326,2.94,3.1241,23.84,-6.14%,1.45亿,-14.44%,1.42,11.36亿,10.71亿,7.32%,37.54亿,1.25亿
2019,78.024,25.3326,3.08,3.0718,25.4,2.31%,1.70亿,-18.14%,1.57,17.60亿,10.53亿,6.78%,41.38亿,2.09亿
2018,85.878,25.3326,3.39,3.4586,24.83,-8.89%,2.07亿,-66.06%,1.57,9.79亿,8.73亿,8.38%,40.49亿,2.73亿
2017,,,4.5,,27.25,-10.76%,6.10亿,282.65%,2.54,14.63亿,10.52亿,22.46%,46.06亿,2.34亿
2016,,,4.81,,30.41,13.92%,1.59亿,95.52%,2.49,14.85亿,6.75亿,5.80%,44.70亿,45.42亿
2015,,,6.28,,26.7,-6.73%,8153.72万,24.42%,3.07,7.90亿,5.62亿,3.36%,25.45亿,35.02亿
2014,,,1.51,,28.42,18.71%,6553.40万,36.72%,2.58,1.44亿,5.21亿,2.59%,17.37亿,39.08亿
2013,,,1.32,,23.94,49.00%,4793.14万,73.38%,2.49,7.28亿,4.76亿,1.83%,16.80亿,42.81亿
2012,,,1.11,,16.07,-8.97%,2764.58万,-18.66%,2.43,4.51亿,4.42亿,1.38%,16.57亿,42.59亿
2011,,,1.06,,17.65,-17.49%,3398.62万,-42.85%,2.39,4.26亿,4.30亿,2.29%,16.28亿,36.37亿
2010,,,1.49,,21.39,102.10%,5946.45万,124.84%,3.07,4.39亿,4.24亿,3.58%,15.94亿,26.63亿
